Word,GPT_Fam_dominant,GPT_Fam_probs,Multilex_Zipf,Type,Subtype_MWE
now you mention it,5,5.27,NA,MWE,
now you're talking,6,5.60,NA,MWE,
"now, now",6,5.94,NA,MWE,
"now, now!",5,4.51,NA,MWE,
now-accepted,4,3.68,NA,WhW,
nowadays,7,6.82,4.12,W,
now-and-then,5,4.52,NA,WhW,
no-way,5,4.62,NA,WhW,
now-bankrupt,4,4.11,NA,WhW,
now-closed,5,4.33,NA,WhW,
now-deceased,5,4.84,NA,WhW,
now-empty,4,3.99,NA,WhW,
now-extinct,5,4.77,NA,WhW,
now-famous,5,4.98,NA,WhW,
nowhere,7,6.92,4.58,W,
nowhere near,6,6.01,NA,MWE,
nowhere to be found,7,6.56,NA,MWE,
no-win,5,5.04,NA,WhW,
no-win situation,6,5.83,NA,MWE,WhW
now-infamous,4,4.12,NA,WhW,
now-legendary,4,3.75,NA,WhW,
now-retired,5,5.31,NA,WhW,
now's,6,5.71,NA,W,
noxious,5,4.52,2.69,W,
nozzle,6,5.56,2.93,W,
nozzles,5,5.07,2.34,W,
npc,5,4.85,1.86,W,
npr,5,5.48,2.62,W,
nra,5,4.14,2.57,W,
nrem sleep,4,3.65,NA,MWE,
nsa,5,5.09,3.69,W,
nsaid,4,4.38,1.11,W,
nsync,5,4.77,2.13,W,
n't,6,5.29,NA,W,
nth,5,4.47,2.42,W,
Nth degree,4,4.09,NA,MWE,
nuance,6,5.99,2.81,W,
nuanced,6,5.56,2.72,W,
nuances,6,5.73,2.84,W,
nuclear,7,6.99,4.42,W,
nuclear attack,6,6.11,NA,MWE,
nuclear bomb,7,6.98,NA,MWE,
nuclear bombs,7,6.94,NA,MWE,
nuclear capabilities,6,6.03,NA,MWE,
nuclear capability,6,6.11,NA,MWE,
nuclear club,4,3.68,NA,MWE,
nuclear deterrence,6,5.85,NA,MWE,
nuclear deterrent,6,5.91,NA,MWE,
nuclear deterrents,5,5.39,NA,MWE,
nuclear device,6,6.03,NA,MWE,
nuclear devices,6,6.00,NA,MWE,
nuclear disarmament,6,5.78,NA,MWE,
nuclear energies,6,5.58,NA,MWE,
nuclear energy,7,6.97,NA,MWE,
nuclear engineering,6,6.01,NA,MWE,
nuclear explosion,7,6.53,NA,MWE,
nuclear families,6,6.02,NA,MWE,
nuclear family,6,6.20,NA,MWE,
nuclear fission,6,6.00,NA,MWE,
nuclear force,6,5.70,NA,MWE,
nuclear forces,6,6.08,NA,MWE,
nuclear fuel,6,6.17,NA,MWE,
nuclear fuels,6,5.99,NA,MWE,
nuclear fusion,6,6.04,NA,MWE,
nuclear magnetic resonance,4,3.97,NA,MWE,
nuclear medicine,5,5.49,NA,MWE,
nuclear option,5,5.08,NA,MWE,
nuclear options,5,4.84,NA,MWE,
nuclear physicist,6,5.80,NA,MWE,
nuclear physicists,6,5.80,NA,MWE,
nuclear physics,6,6.01,NA,MWE,
nuclear plant,6,6.44,NA,MWE,
nuclear power,7,6.97,NA,MWE,
nuclear power plant,7,6.82,NA,MWE,
nuclear power station,6,6.37,NA,MWE,
nuclear power stations,6,6.27,NA,MWE,
nuclear powers,6,5.99,NA,MWE,
nuclear reaction,6,6.16,NA,MWE,
nuclear reactor,6,6.41,NA,MWE,
nuclear reactor core,6,5.88,NA,MWE,
nuclear reactors,7,6.68,NA,MWE,
nuclear science,6,6.13,NA,MWE,
nuclear scientist,6,6.07,NA,MWE,
nuclear scientists,6,5.95,NA,MWE,
nuclear shelter,5,5.35,NA,MWE,
nuclear shelters,5,5.05,NA,MWE,
nuclear submarine,6,6.41,NA,MWE,
nuclear submarines,6,6.38,NA,MWE,
nuclear test,6,6.09,NA,MWE,
nuclear testing,6,6.07,NA,MWE,
nuclear tests,6,6.24,NA,MWE,
nuclear threshold,4,4.30,NA,MWE,
nuclear war,7,6.73,NA,MWE,
nuclear warhead,6,6.32,NA,MWE,
nuclear warheads,6,6.19,NA,MWE,
nuclear wars,6,6.12,NA,MWE,
nuclear waste,7,6.56,NA,MWE,
nuclear weapon,7,6.99,NA,MWE,
nuclear weapons,7,7.00,NA,MWE,
nuclear winter,5,5.08,NA,MWE,
nuclear winters,3,3.52,NA,MWE,
nuclear_reactor,6,5.99,NA,W,
nuclear-armed,6,6.00,NA,WhW,
nuclear-capable,5,5.21,NA,WhW,
nuclear-energy,6,6.07,NA,WhW,
nuclear-fission,6,5.95,NA,WhW,
nuclear-free,5,4.93,NA,WhW,
nuclear-power,6,6.40,NA,WhW,
nuclear-powered,6,6.06,NA,WhW,
nuclear-reactor,6,6.00,NA,WhW,
nuclear-related,6,5.52,NA,WhW,
nuclear-test-ban,4,4.05,NA,WhW,
nuclear-tipped,4,4.09,NA,WhW,
nuclear-weapon,6,6.41,NA,WhW,
nuclei,5,4.92,2.53,W,
nucleic,4,4.26,2.00,W,
nucleic acid,5,5.04,NA,MWE,
nucleic acids,6,5.73,NA,MWE,
nucleotide,4,4.10,2.01,W,
nucleotides,4,4.10,2.01,W,
nucleus,6,6.22,3.23,W,
nucleuses,4,4.33,0.77,W,
nude,6,6.07,3.79,W,
nude dancing,4,4.41,NA,MWE,
nude person,5,5.08,NA,MWE,
nude sculpture,5,4.69,NA,MWE,
nudes,6,6.08,2.74,W,
nudge,6,5.99,3.18,W,
nudged,6,5.84,2.52,W,
nudges,6,5.65,2.16,W,
nudging,5,5.14,2.51,W,
nudism,5,5.02,2.17,W,
nudist,5,5.31,2.81,W,
nudists,5,4.98,2.23,W,
nudity,6,6.01,3.31,W,
nuestro,5,4.38,2.06,W,
nuestros,5,4.38,1.39,W,
nuff said,5,4.45,NA,MWE,
nugget,6,6.24,3.24,W,
nugget of truth,4,4.32,NA,MWE,
nuggets,6,6.01,3.52,W,
nuh-uh,4,4.15,NA,WhW,
nuisance,6,5.99,3.64,W,
nuisance call,5,4.58,NA,MWE,
nuisance caller,4,4.05,NA,MWE,
nuisance callers,5,4.72,NA,MWE,
nuisance calls,5,5.17,NA,MWE,
nuisances,6,5.70,2.18,W,
nuke,6,5.85,3.33,W,
nuke plant,5,5.02,NA,MWE,
nuked,5,5.02,2.46,W,
nuke-plant,3,3.52,NA,WhW,
nukes,6,5.95,3.08,W,
nuking,4,4.33,2.08,W,
null,3,3.95,2.96,W,
null and void,6,5.87,NA,MWE,
null hypotheses,4,3.77,NA,MWE,
null hypothesis,5,4.87,NA,MWE,
null set,4,3.72,NA,MWE,
null-hypothesis,4,4.25,NA,WhW,
nullified,4,4.21,2.43,W,
nullifies,4,3.95,1.96,W,
nullify,5,4.76,2.53,W,
nullifying,4,3.89,1.75,W,
num lock,6,5.78,NA,MWE,
numb,6,6.29,3.69,W,
numbed,6,5.99,2.42,W,
number,7,7.00,5.39,W,
num-ber,7,6.95,NA,WhW,
number 1 choice,5,5.44,NA,MWE,
number 10,6,5.50,NA,MWE,
number cruncher,5,5.21,NA,MWE,
number crunchers,5,4.91,NA,MWE,
number crunching,6,5.88,NA,MWE,
number eight,7,6.99,NA,MWE,
number games,5,4.54,NA,MWE,
number line,6,5.98,NA,MWE,
number lines,5,4.89,NA,MWE,
number one,7,6.96,NA,MWE,
number pad,6,5.87,NA,MWE,
number plate,6,6.13,NA,MWE,
number plates,6,6.07,NA,MWE,
number sign,6,5.89,NA,MWE,
number signs,5,4.60,NA,MWE,
number system,6,6.20,NA,MWE,
number ten,5,5.38,NA,MWE,
number theory,5,4.56,NA,MWE,
number two,6,6.38,NA,MWE,
number twos,5,4.60,NA,MWE,
number-crunching,5,5.26,NA,WhW,
numbered,7,6.68,3.43,W,
numbered account,4,3.63,NA,MWE,
numbered accounts,4,3.84,NA,MWE,
numbering,6,6.04,2.51,W,
number-line,5,5.09,NA,WhW,
number-one,6,5.90,NA,WhW,
numberpad,4,3.70,NA,W,
numberplate,5,4.50,1.81,W,
numberplates,5,4.66,1.39,W,
numbers,7,7.00,4.73,W,
number's,5,4.49,NA,W,
num-bers,7,6.83,NA,WhW,
numbers game,5,4.66,NA,MWE,
numbers games,4,3.77,NA,MWE,
numbers of,6,6.23,NA,MWE,
number-two,4,4.31,NA,WhW,
numbing,6,5.90,2.83,W,
numbingly,4,4.08,1.80,W,
numbly,4,4.04,1.37,W,
numbness,6,6.02,2.83,W,
numbs,5,5.13,2.27,W,
numeracy,5,5.01,1.58,W,
numeral,6,5.76,2.29,W,
numerals,6,5.99,2.55,W,
numerator,6,6.00,1.63,W,
numerators,5,5.21,1.07,W,
numeric,6,6.02,2.28,W,
numeric keypad,6,5.58,NA,MWE,
numerical,6,6.13,2.79,W,
numerical ability,6,5.55,NA,MWE,
numerical analysis,5,4.62,NA,MWE,
numerical data,6,6.32,NA,MWE,
numerical quantity,5,5.15,NA,MWE,
numerical reasoning,6,5.65,NA,MWE,
numerical value,6,6.09,NA,MWE,
numerically,5,5.31,2.00,W,
numeric-keypad,4,3.91,NA,WhW,
numerics,4,4.07,0.98,W,
numero uno,4,4.39,NA,MWE,
numerology,4,4.03,2.42,W,
numerous,7,6.87,3.94,W,
nun,6,6.09,3.86,W,
nunchuck,5,4.85,1.49,W,
nunchucks,5,5.06,2.27,W,
nuns,6,6.04,3.64,W,
nun's,6,5.72,NA,W,
nuremberg,5,4.66,2.86,W,
nuremburg,3,3.50,1.82,W,
nurofen,4,4.00,1.56,W,
nurse,7,7.00,4.60,W,
nurse a grudge,4,3.89,NA,MWE,
nurse aide,5,5.14,NA,MWE,
nurse practitioner,6,6.08,NA,MWE,
nurse practitioners,6,6.11,NA,MWE,
nurse shark,4,3.71,NA,MWE,
nurse sharks,4,3.75,NA,MWE,
nursed,6,5.93,3.06,W,
nurse-midwife,5,4.91,NA,WhW,
nurse-patient,5,4.62,NA,WhW,
nurse-patient relation,4,4.45,NA,MWE,WhW
nurseries,6,5.76,2.55,W,
nursery,6,6.24,3.79,W,
nursery class,6,5.88,NA,MWE,
nursery classes,6,5.65,NA,MWE,
nursery education,6,6.03,NA,MWE,
nursery nurse,5,5.07,NA,MWE,
nursery nurses,5,4.63,NA,MWE,
nursery rhyme,7,6.95,NA,MWE,
nursery rhymes,7,6.90,NA,MWE,
nursery school,7,6.59,NA,MWE,
nursery schools,6,6.09,NA,MWE,
nursery teacher,6,6.03,NA,MWE,
nursery teachers,6,5.98,NA,MWE,
nursery\/study,4,4.01,NA,W,
nursery_rhyme,6,5.83,NA,W,
nursery-rhyme,6,6.04,NA,WhW,
nursery-school,6,6.11,NA,WhW,
nurses,7,6.98,4.01,W,
nurses',6,6.24,NA,W,
nurse's,6,6.12,NA,W,
nurse's aide,6,5.78,NA,MWE,
nurse's-aide,5,4.88,NA,WhW,
nursing,7,6.85,3.95,W,
nursing aid,5,5.25,NA,MWE,
nursing aide,6,5.70,NA,MWE,
nursing bottle,5,5.36,NA,MWE,
nursing bra,5,5.11,NA,MWE,
nursing bras,5,5.28,NA,MWE,
nursing care,6,6.32,NA,MWE,
nursing covers,4,3.75,NA,MWE,
nursing home,7,6.62,NA,MWE,
nursing homes,7,6.73,NA,MWE,
nursing officer,5,4.98,NA,MWE,
nursing officers,5,4.70,NA,MWE,
nursing pad,4,4.19,NA,MWE,
nursing pillow,4,4.41,NA,MWE,
nursing school,6,6.32,NA,MWE,
nursing schools,6,6.29,NA,MWE,
nursing-home,6,6.27,NA,WhW,
nursing's,4,4.44,NA,W,
nursing-school,6,5.68,NA,WhW,
nurture,6,6.05,3.26,W,
nurtured,6,5.98,3.03,W,
nurturer,4,3.72,1.82,W,
nurturers,4,3.70,1.47,W,
nurtures,6,5.59,2.22,W,
nurturing,6,6.02,3.17,W,
nut,7,6.78,4.14,W,
nut (bolt),6,5.98,NA,MWE,
nut (crazy person),5,5.19,NA,MWE,
nut (food),7,6.85,NA,MWE,
nut bar,5,4.81,NA,MWE,
"nut bar, nut case",5,5.06,NA,MWE,
nut bars,5,4.89,NA,MWE,
nut bread,5,4.69,NA,MWE,
nut brittle,4,3.81,NA,MWE,
nut butter,6,5.94,NA,MWE,
nut case,5,5.07,NA,MWE,
nut cracker,5,5.40,NA,MWE,
nut house,5,4.51,NA,MWE,
nut job,5,4.98,NA,MWE,
nut oil,5,4.92,NA,MWE,
nut roasts,3,3.53,NA,MWE,
nut shell,5,5.23,NA,MWE,
nut shells,6,5.65,NA,MWE,
nut tree,5,5.01,NA,MWE,
nut trees,5,5.10,NA,MWE,
nut-butter,5,4.76,NA,WhW,
nutcase,6,5.59,3.07,W,
nutcases,4,4.00,2.22,W,
nutcracker,6,5.95,2.92,W,
nutcrackers,6,5.73,1.67,W,
nutella,7,6.85,2.37,W,
nuthin,4,3.97,2.27,W,
nuthin',5,4.79,NA,W,
nuthouse,4,3.63,2.80,W,
nutjob,5,4.71,2.67,W,
nut-job,5,4.60,NA,WhW,
nutmeg,6,6.05,2.98,W,
nutmegs,5,5.24,1.07,W,
nutrasweet,4,4.27,1.49,W,
nutrient,6,6.32,2.77,W,
nutrient-dense,5,4.56,NA,WhW,
nutrient-filled,5,4.94,NA,WhW,
nutrient-poor,4,3.86,NA,WhW,
nutrient-rich,6,5.95,NA,WhW,
nutrients,6,6.50,3.33,W,
nutrient-supplying,3,3.54,NA,WhW,
nutrition,7,6.90,3.49,W,
nutritional,6,6.15,3.06,W,
nutritional value,6,6.22,NA,MWE,
nutritionally,6,5.80,2.11,W,
nutritionist,6,6.24,2.62,W,
nutritionists,6,6.00,2.04,W,
nutrition-related,5,5.46,NA,WhW,
nutritious,7,6.80,3.14,W,
nutritiously,5,4.74,0.85,W,
nuts,7,6.75,4.50,W,
nuts (bolts),6,6.22,NA,MWE,
nuts (crazy),6,6.02,NA,MWE,
nuts (food),7,6.82,NA,MWE,
nuts (testicles),6,5.62,NA,MWE,
nuts about,5,4.95,NA,MWE,
nuts and bolts,6,5.94,NA,MWE,
nuts!,6,5.93,NA,W,
nutsack,4,3.97,2.21,W,
nuts-and-bolts,5,5.07,NA,WhW,
nutshell,6,5.88,3.07,W,
nut-shell,4,4.08,NA,WhW,
nutshells,5,5.08,1.07,W,
nuttier,5,4.61,2.16,W,
nutty,6,5.90,3.36,W,
nuzzle,4,4.18,2.14,W,
nuzzled,5,4.68,1.56,W,
nuzzles,4,4.44,1.28,W,
nuzzling,5,4.99,2.01,W,
n-word,7,6.79,NA,WhW,
ny,3,3.60,3.23,W,
nyc,6,6.03,2.53,W,
nylon,7,6.65,3.16,W,
nylon mesh,5,5.11,NA,MWE,
nylon rope,6,6.12,NA,MWE,
nylon stocking,6,6.05,NA,MWE,
nylon stockings,6,6.08,NA,MWE,
nylon strap,6,5.56,NA,MWE,
nylon-like,4,3.91,NA,WhW,
nylon-rope,5,5.00,NA,WhW,
nylons,6,5.80,2.64,W,
nylon-stockings,5,5.05,NA,WhW,
nylon-strap,4,3.96,NA,WhW,
nymph,5,4.80,2.86,W,
nymphomaniac,5,4.52,2.67,W,
nymphs,4,4.11,2.69,W,
nypd,6,6.18,3.65,W,
o,7,4.31,5.28,W,
o,7,4.31,0.77,W,
O level,4,4.32,NA,MWE,
O levels,5,4.57,NA,MWE,
"O Romeo, Romeo! wherefore art thou Romeo?",5,5.16,NA,MWE,
O.K.,7,7.00,NA,W,
oaf,5,4.92,3.03,W,
oahu,4,3.61,2.77,W,
oak,7,6.56,3.97,W,
oak leaf,6,5.82,NA,MWE,
oak tree,6,6.50,NA,MWE,
oak trees,7,6.62,NA,MWE,
oak_tree,5,5.22,NA,W,
oak-covered,4,3.84,NA,WhW,
Oakland,6,5.92,NA,W,
oak-leaf,4,4.18,NA,WhW,
oakley,3,3.52,2.79,W,
oak-paneled,4,3.58,NA,WhW,
oaks,6,6.08,3.35,W,
oak's,5,5.46,NA,W,
oak-tree,6,6.09,NA,WhW,
oak-trees,6,6.06,NA,WhW,
OAKWOOD,5,4.97,NA,W,
oak-wood,5,4.61,NA,WhW,
oar,6,5.71,3.07,W,
oars,5,5.10,3.01,W,
oarsmen,3,3.51,2.13,W,
oases,4,4.00,2.25,W,
oasis,6,5.95,3.43,W,
oat,6,6.35,2.82,W,
oat bran,5,5.31,NA,MWE,
oat meal,7,6.85,NA,MWE,
oat milk,6,6.27,NA,MWE,
oat milks,5,4.99,NA,MWE,
oatcakes,4,4.09,1.37,W,
oath,6,6.00,4.06,W,
oath of office,6,5.78,NA,MWE,
oaths,6,5.59,2.83,W,
oatmeal,7,6.96,3.47,W,
oatmeal cookie,6,6.29,NA,MWE,
oatmeal cookies,6,6.41,NA,MWE,
oatmeal-cookies,5,5.06,NA,WhW,
oats,6,6.50,3.29,W,
obama,7,7.00,3.68,W,
obamacare,7,6.92,2.28,W,
obamas,6,6.45,1.66,W,
obama's,7,6.70,NA,W,
obedience,6,6.12,3.44,W,
obedient,6,6.02,3.43,W,
obediently,6,5.84,2.55,W,
obelisk,4,4.07,2.81,W,
obelisks,4,3.85,2.23,W,
obese,6,6.35,3.23,W,
obesity,7,6.91,3.35,W,
obesity diet,5,4.74,NA,MWE,
obesity-related,5,5.25,NA,WhW,
obey,7,6.53,4.14,W,
obeyed,6,6.38,3.27,W,
obeying,6,6.05,3.10,W,
obeys,6,6.00,2.86,W,
OB-GYN,6,6.09,NA,WhW,
obit,3,3.54,2.50,W,
obits,4,3.77,2.12,W,
obituaries,6,5.78,2.78,W,
obituary,6,5.68,3.14,W,
obi-wan,6,5.88,NA,WhW,
object,7,6.97,4.39,W,
object (disagree),6,5.73,NA,MWE,
object (thing),7,6.99,NA,MWE,
object code,4,4.19,NA,MWE,
object lesson,4,3.60,NA,MWE,
objected,6,5.95,3.13,W,
objectification,5,5.03,2.07,W,
objectified,5,4.65,2.25,W,
objectifies,4,4.02,1.64,W,
objectify,5,5.06,2.25,W,
objectifying,5,4.79,2.16,W,
objecting,5,5.46,2.71,W,
objection,6,6.05,3.67,W,
objectionable,5,4.88,2.65,W,
objections,6,6.00,3.51,W,
objective,7,6.56,3.95,W,
objective danger,4,3.82,NA,MWE,
objective dangers,4,4.22,NA,MWE,
objective-based,4,3.60,NA,WhW,
objectively,6,6.13,3.00,W,
objectiveness,4,3.89,0.77,W,
objectives,6,6.29,3.27,W,
objectivity,6,6.01,2.89,W,
objector,4,4.32,2.32,W,
object-oriented,5,5.45,NA,WhW,
object-oriented programming,6,5.88,NA,MWE,WhW
objectors,5,4.83,1.93,W,
objects,7,6.75,4.13,W,
object's,6,5.81,NA,W,
obligate,5,4.54,2.00,W,
obligated,6,6.09,3.38,W,
obligates,5,4.82,1.69,W,
obligating,4,3.80,1.33,W,
obligation,6,6.38,3.83,W,
obligations,6,6.07,3.53,W,
obligatory,6,5.99,2.89,W,
oblige,5,5.50,3.33,W,
obliged,6,5.94,3.77,W,
obliges,5,4.91,2.40,W,
obliging,5,4.83,2.69,W,
obligingly,4,4.16,1.96,W,
oblique,4,3.75,2.67,W,
obliterate,5,5.05,2.88,W,
obliterated,5,5.15,3.03,W,
obliterates,4,4.20,2.08,W,
obliterating,5,4.68,2.26,W,
obliteration,4,3.72,2.18,W,
oblivion,5,4.90,3.34,W,
oblivious,6,5.84,3.24,W,
obliviously,4,4.44,1.49,W,
oblong,5,5.01,2.40,W,
obnoxious,6,6.09,3.48,W,
obnoxiously,6,5.61,2.14,W,
obnoxiousness,4,3.68,1.50,W,
oboe,5,4.78,2.75,W,
oboes,4,4.09,1.67,W,
obscene,6,5.95,3.41,W,
obscenely,5,5.18,2.29,W,
obscenities,5,5.12,2.59,W,
obscenity,5,5.23,2.79,W,
obscure,5,5.06,3.53,W,
obscured,5,5.29,2.90,W,
obscures,5,4.55,2.24,W,
obscuring,5,4.97,2.35,W,
obscurity,5,4.78,2.91,W,
observable,6,5.73,2.43,W,
observance,5,5.07,2.61,W,
observances,4,4.14,1.83,W,
observant,6,6.00,3.06,W,
observantly,4,3.65,NA,W,
observation,7,6.96,3.92,W,
observation deck,6,5.65,NA,MWE,
observation decks,5,5.15,NA,MWE,
observation post,5,5.09,NA,MWE,
observation posts,5,5.05,NA,MWE,
observation satellite,5,4.92,NA,MWE,
observation satellites,5,4.99,NA,MWE,
observation station,5,5.03,NA,MWE,
observation tower,6,5.87,NA,MWE,
observation ward,5,4.62,NA,MWE,
observation wards,4,3.91,NA,MWE,
observational,5,5.37,2.55,W,
observationally,4,3.64,0.98,W,
observations,7,6.62,3.46,W,
observatories,5,4.89,2.18,W,
observatory,6,5.80,3.32,W,
observatory's,4,4.22,NA,W,
observe,7,6.73,4.02,W,
observed,7,6.82,3.78,W,
observer,6,5.99,3.47,W,
observers,6,5.95,3.28,W,
observers',5,5.09,NA,W,
observer's,5,5.24,NA,W,
observes,6,6.12,2.76,W,
observing,6,6.41,3.59,W,
obsess,6,6.08,2.92,W,
obsess over,6,5.96,NA,MWE,
obsessed,6,6.41,4.18,W,
obsesses,6,5.80,2.11,W,
obsessing,6,5.85,3.15,W,
obsession,6,6.18,3.90,W,
obsessions,6,6.01,2.86,W,
obsessive,6,6.01,3.44,W,
obsessive compulsive disorder,7,6.68,NA,MWE,
obsessive-compulsive,6,6.12,NA,WhW,
obsessive-compulsive disorder,6,6.27,NA,MWE,WhW
obsessive-compulsive disorders,6,6.00,NA,MWE,WhW
obsessive-compulsive personality disorder,5,4.56,NA,MWE,WhW
obsessive-compulsive-disorder,6,6.14,NA,WhW,
obsessively,6,6.00,2.68,W,
obsessiveness,4,4.49,1.53,W,
obsessives,4,4.08,1.63,W,
obsidian,5,4.71,2.67,W,
obsolescence,4,4.31,2.27,W,
obsolete,6,5.99,3.32,W,
obstacle,6,6.41,3.68,W,
obstacle course,6,6.04,NA,MWE,
obstacle courses,6,6.00,NA,MWE,
obstacle race,5,5.49,NA,MWE,
obstacle races,5,5.15,NA,MWE,
obstacles,6,6.32,3.65,W,
obstetrician,5,4.57,2.62,W,
obstetricians,4,4.21,1.95,W,
obstetricians',4,3.75,NA,W,
obstetrics,4,3.84,2.58,W,
obstetrics-gynecology,5,4.65,NA,WhW,
obstinate,5,4.56,3.06,W,
obstinately,4,3.64,1.99,W,
obstruct,6,5.96,2.90,W,
obstructed,6,5.93,2.77,W,
obstructing,6,5.53,3.09,W,
obstruction,6,5.98,3.41,W,
obstructions,6,5.73,2.36,W,
obstructive,5,5.43,2.25,W,
obstructs,5,5.37,2.07,W,
obtain,7,6.75,3.87,W,
obtain permission,6,6.15,NA,MWE,
obtain research,4,4.22,NA,MWE,
obtainable,6,5.80,2.00,W,
obtained,6,6.44,3.78,W,
obtaining,6,6.16,3.13,W,
obtains,6,6.13,2.39,W,
obtrusive,4,3.79,1.87,W,
obtuse,5,5.21,2.61,W,
obtuse angle,6,5.90,NA,MWE,
obtuse triangle,5,5.19,NA,MWE,
obtuse-angle,4,3.73,NA,WhW,
obtuse-angled triangle,4,3.79,NA,MWE,WhW
obvious,7,7.00,4.53,W,
obviously,7,6.99,4.89,W,
obviousness,6,5.93,1.69,W,
obvs,4,3.87,1.35,W,
ocasio-cortez,5,5.44,NA,WhW,
occams razor,4,3.93,NA,MWE,
occasion,6,6.27,4.22,W,
occasional,6,6.13,3.75,W,
occasionally,7,6.85,4.00,W,
occasioned,3,3.53,2.16,W,
occasions,6,6.18,3.81,W,
occipital lobe,4,3.58,NA,MWE,
occult,4,4.09,3.27,W,
occupancy,6,5.92,2.75,W,
occupancy rate,5,5.22,NA,MWE,
occupant,6,5.65,2.87,W,
occupants,6,5.96,3.05,W,
occupation,7,6.53,3.80,W,
occupational,6,5.85,3.12,W,
occupational disease,4,4.46,NA,MWE,
occupational group,5,4.95,NA,MWE,
occupational hazard,6,5.56,NA,MWE,
occupational hazards,6,5.87,NA,MWE,
occupational health,6,5.94,NA,MWE,
occupational pension,5,5.06,NA,MWE,
occupational pensions,5,5.03,NA,MWE,
occupational psychology,4,3.96,NA,MWE,
occupational risk,5,5.19,NA,MWE,
occupational risks,5,5.46,NA,MWE,
occupational safety,6,6.00,NA,MWE,
occupational stress,6,5.82,NA,MWE,
occupational therapist,6,5.84,NA,MWE,
occupational therapy,6,5.70,NA,MWE,
occupationally,4,3.56,NA,W,
occupational-safety,5,5.29,NA,WhW,
occupational-stress,5,4.78,NA,WhW,
occupations,6,6.29,2.79,W,
occupation's,5,5.33,NA,W,
occupied,6,6.38,3.97,W,
occupier,5,4.56,2.08,W,
occupiers,5,5.02,2.54,W,
occupies,6,6.16,2.94,W,
occupy,6,6.50,3.83,W,
occupy oneself,5,4.79,NA,MWE,
occupying,6,6.04,3.20,W,
occur,7,6.62,4.02,W,
occur to,6,5.98,NA,MWE,
occurences,4,4.18,1.15,W,
occurred,7,6.96,4.25,W,
occurrence,6,5.98,3.25,W,
occurrences,6,6.02,2.81,W,
occurring,6,6.20,3.32,W,
occurs,7,6.97,3.72,W,
ocd,6,6.09,2.98,W,
ocean,7,7.00,4.59,W,
o-cean,7,6.83,NA,WhW,
ocean acidification,4,4.18,NA,MWE,
ocean basin,5,5.49,NA,MWE,
ocean basins,6,5.53,NA,MWE,
ocean bottom,6,5.79,NA,MWE,
ocean current,6,6.15,NA,MWE,
ocean floor,6,6.16,NA,MWE,
ocean going,4,3.95,NA,MWE,
ocean liner,6,5.55,NA,MWE,
ocean liners,6,5.65,NA,MWE,
ocean plastic,6,6.04,NA,MWE,
ocean trench,6,5.53,NA,MWE,
ocean trenches,5,5.42,NA,MWE,
ocean trip,5,5.03,NA,MWE,
ocean_liner,5,4.68,NA,W,
ocean-crossing,5,4.51,NA,WhW,
ocean-floor,6,5.84,NA,WhW,
oceanfront,6,5.62,2.26,W,
ocean-front,5,5.29,NA,WhW,
ocean-going,4,4.21,NA,WhW,
OCEANIA,5,5.06,NA,W,
oceania's,3,3.57,NA,W,
oceanic,5,5.26,2.99,W,
oceanic crust,4,4.41,NA,MWE,
oceanic ridge,4,3.65,NA,MWE,
oceanic ridges,4,3.82,NA,MWE,
ocean-liner,5,5.07,NA,WhW,
oceanographer,4,3.64,2.16,W,
oceanographers,4,3.57,1.58,W,
oceanography,4,4.18,2.26,W,
oceans,7,6.99,3.67,W,
oceans',6,5.85,NA,W,
ocean's,6,6.02,NA,W,
oceanside,5,5.07,2.65,W,
ocean-view,6,5.94,NA,WhW,
ocean-wave,5,5.17,NA,WhW,
oclock,6,5.73,2.71,W,
o'clock,7,7.00,NA,W,
o'clocks,4,4.20,NA,W,
o'connor,4,4.27,NA,W,
ocr,4,3.76,2.13,W,
OCT,7,6.62,NA,W,
octagon,6,5.93,2.47,W,
octagonal,5,4.68,2.08,W,
octagons,6,5.65,1.03,W,
octagon-shaped,5,5.32,NA,WhW,
octane,5,5.17,2.59,W,
octane numbers,4,3.96,NA,MWE,
octane rating,5,4.59,NA,MWE,
octane ratings,5,4.59,NA,MWE,
octave,6,5.78,2.81,W,
octaves,6,5.61,2.17,W,
octet,4,3.88,1.62,W,
October,7,7.00,NA,W,
October revolution,5,4.52,NA,MWE,
october\/november,5,4.96,NA,W,
Octobers,5,5.35,NA,W,
october's,6,5.80,NA,W,
octopi,5,4.91,2.06,W,
octopus,7,6.98,3.59,W,
octopuses,6,6.01,2.33,W,
octopus-like,4,4.22,NA,WhW,
octopus's,5,5.09,NA,W,
ocular,4,3.89,2.60,W,
odd,7,6.82,4.49,W,
odd and curious,3,3.52,NA,MWE,
odd duck,4,3.79,NA,MWE,
odd job,6,5.71,NA,MWE,
odd jobs,6,5.85,NA,MWE,
odd man out,5,5.41,NA,MWE,
odd one,5,4.51,NA,MWE,
odd one out,6,5.58,NA,MWE,
oddball,6,5.53,2.77,W,
odd-ball,5,4.58,NA,WhW,
oddballs,5,4.87,2.14,W,
odder,5,4.85,2.11,W,
oddest,5,5.41,2.70,W,
oddities,5,4.88,2.46,W,
oddity,5,4.99,2.56,W,
odd-job,5,4.85,NA,WhW,
odd-job man,4,3.96,NA,MWE,WhW
odd-job men,4,3.61,NA,MWE,WhW
