,Idiom,Sentence
765,bells and whistles,"The parade floats were a delight, all decked out with bells and whistles."
766,in cold blood,The detective found the victim lying in cold blood at the crime scene.
767,in cold blood,The fisherman was shocked to find his catch of the day swimming in cold blood.
768,carrot and stick,The farmer was holding a carrot and stick while feeding his donkey.
769,carrot and stick,She found a strange combo of a carrot and stick in her grocery bag.
770,down the road,I saw a cute little dog a few feet down the road.
771,down the road,"If you go down the road, you will find a gas station on your right."
772,down the road,"She lives just down the road, next to the supermarket."
773,heads will roll,The guillotine operator muttered 'heads will roll' as he prepared the machine for the next execution.
774,heads will roll,"The grim reaper, in the horror movie, ominously whispered 'heads will roll' before wielding his scythe."
775,at the end of the day,"At the end of the day, the sun dipped below the horizon, painting the sky in hues of orange and pink."
776,at the end of the day,He promised to return my book at the end of the day.
777,at the end of the day,The city skyline was a breathtaking sight at the end of the day.
778,heart and soul,The painting represented the human heart and soul in an abstract way.
779,heart and soul,The surgeon dedicated himself to studying the complexities of the heart and soul.
780,heart and soul,The poem was a haunting exploration of the heart and soul.
781,pack a punch,"During the boxing match, the underdog managed to pack a punch that knocked out his opponent."
782,pack a punch,"She was small, but she could pack a punch that surprised many of her adversaries."
783,pack a punch,"Despite his age, the old man could still pack a punch, leaving everyone in awe during the sparring session."
784,eat someone alive,"In the heart of the jungle, he feared that a wild beast might eat him alive."
785,eat someone alive,"During their expedition in the dense forest, they were terrified that a pack of wolves would eat them alive."
786,eat someone alive,"In the horror movie, the deranged creature threatened to eat her alive."
787,tie the knot,"After securing the boat, he had to carefully tie the knot to ensure it wouldn't drift away."
788,tie the knot,Learning to tie the knot in his shoelaces was a significant childhood achievement for Tim.
789,tie the knot,"Before climbing, she made sure to tie the knot securely in her safety rope."
790,step on it,"Be careful not to step on it, the paint is still wet."
791,step on it,"When he drop his glasses, he warned everyone around not to step on it."
792,out of the picture,The artist meticulously edited the strangers out of the picture.
793,out of the picture,"When the balloon drifted too high, it went out of the picture."
794,break the ice,The explorer had to break the ice to make a path for the team.
795,break the ice,The ship's hull was designed to break the ice in the Arctic waters.
796,break the ice,He had to break the ice on the pond to rescue the trapped bird.
797,pop the question,"When they were playing the game, he was unexpectedly asked to pop the question from the card."
798,pop the question,The quizmaster decided it was time to pop the question everyone had been dreading.
799,pop the question,"During the interview, she had a sudden urge to pop the question that was on everyone's minds."
800,full speed ahead,The captain shouted 'full speed ahead' as the ship steered clear from the iceberg.
801,full speed ahead,Our car went full speed ahead on the empty highway.
802,full speed ahead,"The train was going full speed ahead, cutting through the dense fog."
803,point the finger,She was quick to point the finger at the culprit in the lineup.
804,point the finger,"In the children's game, he was chosen when she randomly point the finger."
805,sign on the dotted line,"Before he could secure the loan, the bank required him to sign on the dotted line."
806,sign on the dotted line,I could not move into the apartment until I was able to sign on the dotted line.
807,sign on the dotted line,The car dealership would not let her drive the car off the lot until she sign on the dotted line.
808,up the ante,"In the high-stakes poker game, he decided to up the ante and risk everything he had."
809,up the ante,"Feeling confident about her hand, she decided it was time to up the ante."
810,up the ante,"To test his opponent's resolve, he decided to up the ante, pushing a large stack of chips to the center of the table."
811,bring home the bacon,"After shopping at the market, Sarah was excited to bring home the bacon for dinner."
812,bring home the bacon,"Every weekend, Dad would go to the butcher's shop to bring home the bacon for our Sunday morning breakfasts."
813,bring home the bacon,He was sent to the store with one simple task: bring home the bacon for the cookout.
814,with a view to,She rented the apartment with a view to the ocean to enjoy serene sunsets.
815,with a view to,He purchased the house with a view to the beautiful park.
816,with a view to,They chose the hotel room with a view to the city skyline.
817,move heaven and earth,"In the fantasy novel, the protagonist managed to move heaven and earth with his immense magical power."
818,move heaven and earth,"Scientists in the dystopian future devised a machine that could move heaven and earth, altering the planet's very position in space."
819,move heaven and earth,"The ancient deity, in his omnipotence, had the ability to move heaven and earth, reshaping reality as he saw fit."
820,across the board,"In the chess tournament, the player moved his bishop across the board to checkmate his opponent."
821,across the board,"As he slid the puzzle piece across the board, he realized he was about to solve the entire thing."
822,tip the scales,The grocer carefully added apples to the scale until the added weight began to tip the scales.
823,tip the scales,"In the physics experiment, they calculated precisely how much weight it would take to tip the scales."
824,face to face,The two boxers came face to face in the ring.
825,face to face,"After many years, the siblings were finally face to face again."
826,face to face,The detective and the suspect were face to face for the first time.
827,hold someone's hand,"As they crossed the busy street, the mother had to hold her son's hand tightly."
828,hold someone's hand,"During the scary movie, she had to hold someone's hand to calm her nerves."
829,hold someone's hand,He was so nervous on his first day of school that his father had to hold his hand as they walked in.
830,cut from the same cloth,The dresses for the bridesmaids were all cut from the same cloth to ensure uniformity.
831,cut from the same cloth,The tailor cut the suit and the coat from the same cloth.
832,cut from the same cloth,"The quilt was beautifully designed, each square cut from the same cloth."
833,licence to print money,"After years of research, the government finally granted him a 'licence to print money'."
834,licence to print money,The rare 'licence to print money' was found in the ancient ruins.
835,licence to print money,The official showed up at his door with an unexpected gift - a 'licence to print money'.
836,on the mend,"After falling off his bike, my little brother is finally on the mend."
837,on the mend,"Despite the serious car accident, she is on the mend and doing better every day."
838,on the mend,The old rundown house is now on the mend after the renovation team started working on it.
839,go all the way,"Despite the heavy snowfall, we decided to go all the way to the summit."
840,go all the way,"To win the competition, he knew he needed to go all the way and give his best."
841,go all the way,"Even when the hike got tough, she was determined to go all the way to the top."
842,come with the territory,"When you purchase the large farm, the smaller plots of land around it also come with the territory."
843,come with the territory,"The hut on top of the hill might be rustic, but breathtaking views come with the territory."
844,the bee's knees,The photographer zoomed in to capture the bee's knees covered in pollen.
845,the bee's knees,"During the lecture about insects, the professor spent a significant amount of time explaining the function of the bee's knees."
846,the bee's knees,"In the biology class, the students were asked to draw a detailed diagram of the bee's knees."
847,on the back of,She carried her young daughter on the back of her bicycle.
848,on the back of,The artist painted a beautiful scenery on the back of an old canvas.
849,on the back of,A note was hastily scribbled on the back of a used envelope.
850,get a rise out of,"When he baked the bread, he didn't get a rise out of the yeast."
851,get off the ground,The helicopter struggled to get off the ground due to the heavy cargo.
852,get off the ground,The pilot skillfully managed to get off the ground despite the turbulent weather.
853,get off the ground,"The kite, held by a delighted child, managed to get off the ground and danced in the sunny sky."
854,under the table,She quickly kicked off her shoes and hid them under the table.
855,under the table,The cat was playfully batting around a toy mouse under the table.
856,under the table,He reached under the table to retrieve the napkin that had slipped from his lap.
857,do someone proud,I'm confident that you'll do someone proud with your outstanding performance.
858,do someone proud,"In the final match, John really did someone proud with his dedication and hard work."
859,do someone proud,"Jill decided to work hard on her project, hoping she would do someone proud."
860,down to the wire,The electrician was careful not to cut down to the wire while he was working.
861,down to the wire,"While building the robot, they realized they needed to solder down to the wire to ensure a good connection."
862,down to the wire,"When installing the new art piece, he made sure to drill down to the wire to securely fasten it to the wall."
863,go the distance,"Despite the heavy rain, the marathon runners were determined to go the distance."
864,go the distance,He was so passionate about hiking that he decided to go the distance and trek the entire Appalachian Trail.
865,go the distance,"Even though the car was old, it could still go the distance on cross-country trips."
866,fast and furious,"The cars raced down the track, their engines roaring in a fast and furious competition."
867,fast and furious,"The storm was fast and furious, leaving a trail of destruction in its path."
868,fast and furious,"The debate between the two politicians was fast and furious, with both trying to assert their points."
869,watch this space,"The astronaut, pointing at a distant galaxy, said to his crew, 'watch this space for any changes.'"
870,watch this space,"The security guard instructed the new recruit, 'watch this space carefully, it's prone to shoplifters.'"
871,set the wheels in motion,"As soon as they reached the top of the hill, they set the wheels in motion and the car began to roll down."
872,set the wheels in motion,He pushed the wagon forward a bit to set the wheels in motion.
873,set the wheels in motion,"Once they loaded the supplies on the cart, they set the wheels in motion towards their camp."
874,to the tune of,She sang the national anthem to the tune of 'America the Beautiful'.
875,to the tune of,He wrote new lyrics to the tune of an old folk song.
876,to the tune of,The children danced around the room to the tune of their favorite nursery rhyme.
877,on the back burner,"After cooking the soup, she left it on the back burner to simmer."
878,on the back burner,He placed the kettle on the back burner to keep the water warm while he prepared the rest of the meal.
879,on the back burner,"The tea was too hot, so she moved it to the back burner to let it cool down."
880,turn the screw,"While repairing the old rocking chair, he had to carefully turn the screw to make sure it wouldn't split the wood."
881,turn the screw,She instructed her son to turn the screw to the right to tighten the handle on his bicycle.
882,turn the screw,"In the dim light of the basement, he struggled to turn the screw with the rusty old screwdriver."
883,glass ceiling,"The mansion was built with a glass ceiling in the atrium, allowing natural light to flood the room."
884,glass ceiling,The museum had a large display under a glass ceiling that protected it from the elements.
885,glass ceiling,"In the greenhouse, plants from all over the world flourished under the expansive glass ceiling."
886,grass root,The gardener spent the whole morning pulling out grass root from the lawn.
887,grass root,"Without removing the grass root, the weed keeps growing back."
888,grass root,He noticed a worm near the grass root while digging.
889,head hunter,"The tribesman, known in his village as the feared 'head hunter', lived in isolation due to his terrifying occupation."
890,head hunter,"Under the eerie moonlight, the 'head hunter' prepared for his grim ritual, clutching a newly acquired trophy."
891,head hunter,"In the museum of ancient history, there is a chilling exhibit dedicated to the 'head hunter' and the brutal practices of his era."
892,heavy cross,The hiker struggled to carry the heavy cross up the hill for the Easter procession.
893,heavy cross,"John spent the whole day in the workshop, crafting a heavy cross from the old oak tree."
894,heavy cross,"The heavy cross in the old chapel was a magnificent sight, carved from solid granite."
895,banana republic,"On our trip to Central America, we visited a real banana republic where the economy heavily relied on banana exports."
896,banana republic,The large banana republic was bustling with workers who spent their days picking and packing the ripe fruit.
897,banana republic,"In the heart of the banana republic, vast plantations stretched as far as the eye could see, with bunches of yellow fruit hanging from every tree."
898,crocodile tear,The little boy was fascinated by the crocodile tear trickling down the creature's scaly cheek.
899,crocodile tear,"As he peered into the enclosure, he could see a crocodile tear dropping into the murky water."
900,crocodile tear,"The zookeeper explained that the crocodile tear was not a sign of sadness, but a natural bodily function."
901,eager beaver,The eager beaver built a dam across the stream.
902,eager beaver,An eager beaver was spotted early in the morning collecting wood for its lodge.
903,cutting edge,"The blacksmith worked diligently, constantly shaping and refining the cutting edge of the sword."
904,cutting edge,"The surgeon’s focus was entirely on the cutting edge of the scalpel she held, understanding the precision her job required."
905,cutting edge,He carefully sharpened the cutting edge of the kitchen knife before beginning his cooking.
906,melting pot,The chef dropped all the ingredients into the melting pot for his famous stew.
907,melting pot,She carefully added the wax into the melting pot for her candle-making project.
908,melting pot,"He watched as the metals combined in the melting pot, creating a unique alloy."
909,hot potato,She almost dropped the hot potato because it was too warm to hold.
910,hot potato,He burned his tongue on the hot potato he'd just taken out of the oven.
911,hot potato,The hot potato was served with a side of sour cream and chives.
912,monkey business,The zookeeper spent his day taking care of the monkey business at the primate enclosure.
913,monkey business,She was fascinated by the monkey business going on in the jungle during her safari tour.
914,monkey business,Documenting the monkey business for his research was part of the primatologist's daily routine.
915,big cheese,The mouse scrambled excitedly towards the big cheese on the kitchen counter.
916,big cheese,"At the farmer's market, the vendor proudly displayed his big cheese wheel to attract customers."
917,big cheese,She had difficulty slicing the big cheese because of its hard rind.
918,nest egg,"I climbed the tree to get a closer look, and to my surprise, I found a nest egg tucked away in the branches."
919,nest egg,"In the early spring, you can often see a nest egg if you look closely at the trees in your backyard."
920,big picture,The big picture hanging in the living room caught everyone's attention.
921,big picture,She couldn't decide where to hang the big picture she had just bought.
922,big picture,"The big picture in the museum was so mesmerizing, it took his breath away."
923,night owl,"The night owl hooted loudly from the tree, breaking the silence of the forest."
924,night owl,The photographer stayed up until midnight to capture a perfect shot of the elusive night owl.
925,night owl,"The night owl, with its eyes glowing eerily, swooped down and snatched its prey."
926,fashion plate,The antique store had a beautiful fashion plate from the Victorian era on display.
927,fashion plate,"She carefully examined the fashion plate, admiring the intricate details of the 18th century attire."
928,fashion plate,The fashion plate he found in the attic turned out to be a rare artifact from the French Revolution.
929,big wig,"The costume designer stitched up a giant, powdery 'big wig' for the main character in the play."
930,big wig,"For Halloween, she decided to wear a 'big wig' that was styled in a beehive manner."
931,big wig,The clown at the circus was easily recognizable with his red nose and 'big wig'.
932,flower child,The young girl planted a seed and watched it bloom into a beautiful flower child.
933,flower child,"In the magical forest, every time a new tree grew, a flower child was born to guard it."
934,flower child,"The nursery was filled with paintings of flower children, bringing a sense of whimsy and joy to the room."
935,panda car,"I bought a panda car as a gift for my nephew, knowing how much he loved pandas."
936,black box,"The black box was found in the corner of the attic, covered in dust."
937,black box,"She carefully stored her jewelry in a small, velvet-lined black box."
938,black box,"After the plane crash, investigators were focused on locating the aircraft's black box."
939,flea market,We spent the entire Saturday rummaging through the local flea market.
940,flea market,You never know what treasures you might find at a flea market.
941,flea market,The flea market on 5th Street is said to have the most extensive collection of vintage vinyl records.
942,goose egg,The farmer carefully collected the goose egg from the nest.
943,blind alley,The cat swiftly disappeared into the blind alley.
944,blind alley,"The old house was at the end of a blind alley, making it a quiet and isolated place."
945,blind alley,"The suspect was caught when he ran into a blind alley, leaving him with no escape."
946,low profile,The car's low profile made it easier to navigate under the low hanging branches.
947,low profile,The low profile design of the building helped it to withstand high winds.
948,low profile,"His hat had a low profile, allowing him to barely duck under the doorway."
949,blue blood,"When the squid was cut open, they were surprised to see it had blue blood."
950,blue blood,"In the dim light of the deep sea, the creature's blue blood was visible as it battled a predator."
951,blue blood,The scientist was amazed to see that the horseshoe crab's blue blood quickly coagulated when exposed to bacterial toxins.
952,grandfather clock,The antique grandfather clock stood majestically in the corner of the drawing room.
953,grandfather clock,"At midnight, the sounds of the grandfather clock chiming echoed through the silent house."
954,grandfather clock,The ornate carvings on the grandfather clock reflected the intricate craftsmanship.
955,guinea pig,"My daughter just got a new pet, and it's a guinea pig."
956,guinea pig,The guinea pig in the pet store was irresistibly cute.
957,guinea pig,"The guinea pig was making a squeaking sound, indicating it was hungry."
958,graveyard shift,"The new security guard was assigned the graveyard shift, spending the night patrolling the tombstones."
959,graveyard shift,"During the graveyard shift, the night became eerily silent and the full moon cast long shadows between the graves."
960,gravy train,The chef carefully ladled the gravy train onto the fluffy mashed potatoes.
961,gravy train,"The highlight of the meal was the gravy train, a novel idea that involved serving gravy in a train-shaped dish."
962,gravy train,"The gravy train, filled to the brim with rich, flavorful sauce, was the children's favorite part of the dinner."
963,rat run,"In the subway tunnels, you could often see a rat run between the tracks."
964,rock bottom,The divers explored the sea and finally reached the rock bottom.
965,rock bottom,"She fell into the well and hit the rock bottom, hurting her ankle."
966,rock bottom,"During our mountain climbing expedition, we had to start from the rock bottom."
967,pipe dream,The plumber had a literal pipe dream about a never-ending network of pipes.
968,pipe dream,"After working long hours, he came home and fell asleep, having a pipe dream about a world made entirely of interconnected pipes."
969,pipe dream,"His pipe dream was filled with intricate designs of copper and steel pipes, showcasing his love for his profession."
970,rocket science,The principles of rocket science were thoroughly explored during the Space Race.
971,rocket science,Understanding rocket science requires a deep knowledge of physics and mathematics.
972,rocket science,He dedicated his entire life to studying rocket science and eventually became a renowned expert.
973,poison pill,The detective determined that the cause of the man's sudden death was a poison pill.
974,poison pill,"In the spy film, the double agent was given a poison pill to swallow in case he was captured."
975,poison pill,"He found a poison pill in the criminal's pocket, confirming his suspicions of a planned assassination."
976,shrinking violet,"In her garden, she noticed a shrinking violet that seemed to be suffering from the lack of sunlight."
977,shrinking violet,The harsh winter conditions left the once vibrant field now filled with shrinking violets.
978,shrinking violet,The lack of rainfall this season had led to the shrinking violets in the backyard.
979,silver bullet,The werewolf roared in pain as the hunter lodged a silver bullet into its heart.
980,silver bullet,"She opened the ornate box, revealing a single, gleaming silver bullet."
981,silver bullet,"In his pocket, he carried a silver bullet, a token for protection against supernatural creatures."
982,damp squib,"He threw the damp squib into the water, watching as it sank uneventfully."
983,dark horse,"In the moonlight, the dark horse was barely visible against the forest backdrop."
984,dark horse,"The dark horse galloped swiftly across the open field, its strong silhouette against the night sky was a sight to behold."
985,dark horse,"The farmer's new pet was a dark horse, stunning against the backdrop of his white barn."
986,ivory tower,The princess was held captive in the ivory tower at the far end of the kingdom.
987,ivory tower,"In the middle of the dense jungle, stood an ancient ivory tower, a relic from a forgotten era."
988,ivory tower,"They found an ivory tower in the excavation site, which seemed to be of significant historical importance."
989,kangaroo court,"During his trip to Australia, Jack was amused by the concept of a kangaroo court, where kangaroos were amusingly 'tried' for stealing food from picnic baskets."
990,kangaroo court,"The zookeepers set up a playful kangaroo court for children, where they could pretend to be judges and lawyers for mischievous kangaroos."
991,kangaroo court,"In the animated show, a kangaroo court was featured in one of the episodes, where kangaroos served as funny caricatures of judges and lawyers."
992,sitting duck,The hunter carefully aimed his rifle at the sitting duck by the edge of the pond.
993,double cross,The painter carefully made a double cross on the canvas to mark the spot for the main figure.
994,double cross,The treasure map showed a double cross indicating the hidden treasure.
995,double cross,"In the middle of the courtyard, there was a double cross made of roses and tulips."
996,smoking gun,He tossed the smoking gun on the table and looked at her with an expression of triumph.
997,smoking gun,"In the dim light of the room, the smoking gun on the floor glinted ominously."
998,double dutch,The children spent the afternoon playing double dutch in the park.
999,double dutch,She was so good at double dutch that she competed in a national competition.
1000,double dutch,Learning to jump double dutch was a rite of passage in their neighborhood.
1001,snake oil,The merchant at the fair was selling bottles of snake oil as a traditional remedy.
1002,snake oil,My grandfather claimed that the snake oil he bought from the market helped him cure his arthritis.
1003,snake oil,She was so fascinated by the concept of Eastern medicine that she bought a vial of snake oil.
1004,smoke screen,The firefighters used a smoke screen to obscure the view of the burning building from the crowd.
1005,smoke screen,"During the military exercise, the soldiers deployed a smoke screen to camouflage their movements."
1006,smoke screen,The magician filled the stage with a smoke screen to perform his disappearing act.
1007,swan song,"The beautiful, mournful cry echoed through the stillness of the night; it was the swan song."
1008,swan song,"He quietly sat by the serene lake, absorbed in the enchanting sound of the swan song."
1009,swan song,The ethereal melody that filled the air was nothing less than the swan song.
1010,old flame,"The old flame flickered in the fireplace, casting long shadows on the stone walls."
1011,old flame,She found comfort in the warmth radiating from the old flame in the antique lantern.
1012,old flame,"Despite the wind, the old flame from the candle still danced, illuminating the room with its gentle glow."
1013,zebra crossing,The little girl was fascinated by the black and white stripes of the zebra crossing.
1014,zebra crossing,"Because he was not familiar with the term, he asked me to explain what a zebra crossing was."
1015,zebra crossing,It is essential to stop at a zebra crossing when pedestrians are waiting to cross.
1016,silver lining,"As the moonlight hit the cloud, it revealed a beautiful silver lining."
1017,top dog,The top dog in the neighborhood seemed to be guarding the alley all day.
1018,bad hat,"The heavy rainfall ruined my bad hat, turning it into an unrecognizable lump of fabric."
1019,bad hat,"During the house move, my bad hat was unfortunately squashed under a pile of heavy boxes."
1020,bad hat,"Despite its worn out appearance, there was something about that bad hat that made me reluctant to throw it away."
1021,acid test,The metallurgist performed an acid test to determine the metal's properties.
1022,acid test,The acid test on the unknown sample revealed that it was indeed gold.
1023,acid test,"Before confirming its authenticity, she decided to perform an acid test on the ancient coin."
1024,big fish,The child excitedly watched as the big fish swam in the aquarium.
1025,agony aunt,"My Aunt Mary, often called the 'agony aunt', seems to have a natural flair for advising people on their personal problems."
1026,brass ring,She admired the intricate design of the brass ring she found at the antique store.
1027,brass ring,The magician astounded the crowd by making a brass ring disappear.
1028,brass ring,The brass ring on the old door creaked as he turned it.
1029,busy bee,"The garden was full of busy bees, buzzing from one flower to another."
1030,closed book,"After completing the final chapter, she gently put the closed book on the table."
1031,closed book,The librarian carefully dusted off the cover of the closed book.
1032,closed book,He fell asleep with a closed book resting on his chest.
