ID,Idiom,Sentence,Acceptance (Y/N),Unaccept,Skips,Annotator,Proposed Changes
EXP1111,cook the books,"In an unusual art project, she decided to literally cook the books by baking them in her oven.",Y,,,CH,
EXP1112,cook the books,"The chef, known for his eccentricities, decided to cook the books as part of his avant-garde culinary experiment.",Y,,,CH,
EXP1113,cook the books,"As part of the bonfire celebration, they decided to cook the books, using them as fuel for the fire.",Y,,,CH,
EXP1114,on the same page,The crucial information was found on the same page as the index.,Y,,,CH,
EXP1116,on the same page,She spotted two misprints on the same page of the book.,Y,,,CH,
EXP1117,run a mile,"Every morning, I wake up early to run a mile and start my day on a healthy note.",Y,,,CH,
EXP1118,run a mile,"During her training, she had to run a mile every day to build up her endurance.",Y,,,CH,
EXP1119,run a mile,"He was so fit, he could easily run a mile without breaking a sweat.",Y,,,CH,
EXP1126,on thin ice,"During the winter, children often play on thin ice, unaware of the danger beneath their feet.",Y,,,CH,
EXP1127,on thin ice,"Despite the warning signs, the adventurous hiker decided to walk on thin ice.",Y,,,CH,
EXP1129,close to home,"The new grocery store is very close to home, making shopping much more convenient.",Y,,,CH,
EXP1130,close to home,I enjoy living in this neighborhood because the park is close to home.,Y,,,CH,
EXP1131,close to home,"Even though the gym is close to home, I often find it hard to motivate myself to go.",Y,,,CH,
EXP1139,in the bag,He left his keys in the bag and couldn't get into the house.,Y,,,CH,
EXP1140,in the bag,They hid the surprise gift in the bag.,Y,,,CH,
EXP1142,in the raw,"In the raw form, coffee beans have a greenish hue and a grassy smell.",Y,,,CH,
EXP1143,in the raw,The amateur photographer decided to save his pictures in the raw format to reduce loss of quality.,Y,,,CH,
EXP1147,cut the mustard,"After preparing the ingredients for the salad, she began to carefully cut the mustard greens.",Y,,,CH,
EXP1160,force someone's hand,"During the self-defense class, the instructor showed how to force someone's hand open to break free from their grip.",Y,,,CH,
EXP1161,force someone's hand,The magician needed to force someone's hand into the hat to demonstrate that it was indeed empty.,Y,,,CH,
EXP1162,in the final analysis,"In the final analysis of the data, we found some startling discrepancies.",Y,,,CH,
EXP1163,in the final analysis,"The detective stated, 'In the final analysis of the crime scene, we discovered the hidden evidence.'",Y,,,CH,
EXP1164,in the final analysis,"In the final analysis of the experiment, the results were not as expected.",Y,,,CH,
EXP1165,up in the air,"The colorful balloons were up in the air, adding to the joy of the festive atmosphere.",Y,,,CH,
EXP1166,up in the air,She watched as the hot air balloon slowly drifted up in the air.,Y,,,CH,
EXP1168,fall from grace,"In the classic novel, the character's literal fall from grace was represented by him tumbling down from the church's high tower.",Y,,,CH,
EXP1169,fall from grace,The acrobat's daring act ended in a shocking fall from grace when he slipped from the trapeze.,Y,,,CH,
EXP1170,fall from grace,"During the earthquake, the iconic statue in the town square endured a fall from grace, with it crashing from its high pedestal onto the ground.",Y,,,CH,
EXP1171,full of beans,"The soup was full of beans and had a rich, savory flavor.",Y,,,MM,
EXP1172,full of beans,"He opened the sack to find it was full of beans, ready to be cooked.",Y,,,MM,
EXP1173,full of beans,"After the harvest, her pantry was full of beans from the garden.",Y,,,MM,
EXP1177,press the panic button,"During the emergency drill, everyone was instructed to press the panic button.",Y,,,CH,
EXP1178,press the panic button,"If an intruder enters the building, don't hesitate to press the panic button.",Y,,,CH,
EXP1179,press the panic button,"She was home alone when she heard a strange noise, so she decided to press the panic button.",Y,,,CH,
EXP1183,have a heart,The doctor confirmed that they all have a heart and it's functioning well.,Y,,,CH,
EXP1184,have a heart,"Despite his stern look, the man was known to have a heart of gold.",Y,,,CH,
EXP1185,have a heart,"According to the latest medical reports, animals like dogs and cats also have a heart.",Y,,,CH,
EXP1189,on the fly,The dragonfly hovered on the fly for a few seconds before darting off to another direction.,Y,,,CH,
EXP1190,on the fly,"The spider spins its web on the fly, catching its prey unawares.",Y,,,CH,
EXP1198,get stuck in,My car always seems to get stuck in the muddy driveway after a heavy rain.,Y,,,CH,
EXP1199,get stuck in,"I watched helplessly as my kite soared higher and higher, only to get stuck in a tall tree.",Y,,,CH,
EXP1200,get stuck in,"During our hike, my foot managed to get stuck in a crevice and it took a while to free it.",Y,,,CH,
EXP1204,out of the box,The cat jumped out of the box and ran away.,Y,,,MM,
EXP1205,out of the box,She excitedly pulled the new shoes out of the box.,Y,,,MM,
EXP1206,out of the box,He reached out of the box to grab the nearby scissors.,Y,,,MM,
EXP1210,on the warpath,"During the tribal wars, the Apaches were frequently on the warpath, striking fear into the hearts of their enemies.",Y,,,MM,
EXP1211,on the warpath,"Historical records depict Genghis Khan and his Mongol horde as constantly being on the warpath, conquering numerous lands.",Y,,,MM,
EXP1212,on the warpath,"The Viking warriors were on the warpath again, their dragon-headed longships silhouetted against the setting sun.",Y,,,MM,
EXP1216,take a dive,"As the sun began to set, he decided to take a dive into the cool, calming ocean.",Y,,,MM,
EXP1217,take a dive,"She couldn't resist the clear, blue water and decided it was time to take a dive.",Y,,,MM,
EXP1218,take a dive,"After adjusting his goggles and taking a deep breath, the diver was ready to take a dive.",Y,,,MM,
EXP1219,scratch the surface,"While exploring the ancient artifact, the archaeologist was careful not to scratch the surface.",Y,,,MM,
EXP1220,scratch the surface,"The cat always tries to scratch the surface of the new sofa, despite our efforts to make it stop.",Y,,,MM,
EXP1221,scratch the surface,My little brother attempted to scratch the surface of the lottery ticket with a coin.,Y,,,MM,
EXP1228,hammer and tongs,"He spent the afternoon at the forge, working hammer and tongs.",Y,,,MM,
EXP1229,hammer and tongs,"To fix the old car, she needed nothing more than her hammer and tongs.",Y,,,MM,
EXP1230,hammer and tongs,"By the campfire, he grabbed his hammer and tongs to rearrange the burning logs.",Y,,,MM,
EXP1240,make a clean break,"After the accident, the doctor was relieved to see that his patient's arm had managed to make a clean break, which would aid in the healing process.",Y,,,MM,
EXP1241,make a clean break,"The glass fell from the table and managed to make a clean break along its middle, splitting it into two equal halves.",Y,,,MM,
EXP1242,make a clean break,"Angela was learning pottery, but she struggled to make a clean break in the clay.",Y,,,MM,
EXP1253,at sixes and sevens,"When their mother passed away, the children were left at sixes and sevens, unsure of how to manage the household.",Y,,,MM,
EXP1261,nuts and bolts,The carpenter reached into his bag for the nuts and bolts.,Y,,,MM,
EXP1262,nuts and bolts,"She dropped the box, scattering nuts and bolts across the floor.",Y,,,MM,
EXP1263,nuts and bolts,"To assemble the machine, you will need these specific nuts and bolts.",Y,,,MM,
EXP1264,the ball is in someone's court,"During the tennis match, after a powerful serve, the ball was in his opponent's court.",Y,,,MM,
EXP1266,the ball is in someone's court,"He kicked the soccer ball with great force, ensuring for a moment that the ball was in the other team's court.",Y,,,MM,
EXP1279,get a life,"After surviving the dangerous surgery, he was grateful to get a life again.",Y,,,MM,
EXP1280,get a life,The heart transplant enabled her to get a life she thought she'd lost forever.,Y,,,MM,
EXP1281,get a life,Being rescued from the deserted island meant he could finally get a life back in civilization.,Y,,,MM,
EXP1282,on the nose,The ball hit him right on the nose.,Y,,,MM,
EXP1283,on the nose,She placed the glasses carefully on the nose.,Y,,,MM,
EXP1284,on the nose,The butterfly landed softly on the nose of the little girl.,Y,,,MM,
EXP1293,on a shoestring,I saw a kid walking on a shoestring tied between two trees.,Y,,,MM,
EXP1300,in the driver's seat,"After passing her test, she felt a rush of excitement the first time she was in the driver's seat.",Y,,,MM,
EXP1301,in the driver's seat,"In the driver's seat, he adjusted the mirrors and checked the rear view before starting the car.",Y,,,MM,
EXP1302,in the driver's seat,The driving instructor asked me to sit in the driver's seat and familiarise myself with the controls.,Y,,,MM,
EXP1303,wet behind the ears,"After the swim lesson, Tommy was still wet behind the ears.",Y,,,MM,
EXP1304,wet behind the ears,"When she came in from the rain, she was wet behind the ears.",Y,,,MM,
EXP1305,wet behind the ears,He had just washed his hair and was still wet behind the ears.,Y,,,MM,
EXP1312,up a tree,The small cat got stuck up a tree and was meowing for help.,Y,,,MM,
EXP1313,up a tree,"During our hike, we saw a squirrel scurrying up a tree with an acorn in its mouth.",Y,,,MM,
EXP1314,up a tree,The adventurous child climbed up a tree to get a better view of the sunset.,Y,,,MM,
EXP1319,pick someone's brain,The scientist had an experiment to pick someone's brain for studying the effects of the new drug.,Y,,,MM,
EXP1325,fill someone's shoes,"As a prank, the kids decided to fill their father's shoes with whipped cream when he was not looking.",Y,,,MM,
EXP1327,save someone's skin,"When the hiker got trapped under the rock, the rescue team managed to save his skin from getting severely injured.",Y,,,MM,"When the driver got trapped under the burning vehicle, the rescue team managed to save his skin from getting severely injured."
EXP1329,save someone's skin,"Despite the blazing sun, her sunblock managed to save her skin from getting sunburned.",Y,,,MM,
EXP1336,walk all over,The hikers had to walk all over the mountain to find the perfect camping spot.,Y,,,MM,
EXP1337,walk all over,"The toddler loved to walk all over the house, exploring every nook and cranny.",Y,,,MM,
EXP1338,walk all over,"During the city tour, we had to walk all over the old town to visit all the historical monuments.",Y,,,MM,
EXP1339,hot and heavy,"The desert climate was hot and heavy, making it difficult to breathe.",Y,,,MM,
EXP1340,hot and heavy,"As they worked out, the air around them felt hot and heavy from their exertion.",Y,,,MM,
EXP1341,hot and heavy,"The soup was served hot and heavy, steaming with a variety of hearty vegetables.",Y,,,MM,
EXP1342,strike a chord,"During the music lesson, the teacher asked me to strike a chord on the piano.",Y,,,MM,
EXP1343,strike a chord,He was so skilled with the guitar that he could effortlessly strike a chord even with his eyes closed.,Y,,,MM,
EXP1344,strike a chord,Learning to strike a chord correctly was the first step in my journey as a musician.,Y,,,MM,
EXP1345,batten down the hatches,"As the hurricane approached, the sailor yelled, 'Batten down the hatches!' to the crew.",Y,Ambiguous,,MM,
EXP1346,batten down the hatches,"Before the storm came in, the captain ordered his team to 'batten down the hatches' to secure the ship.",Y,Ambiguous,,MM,
EXP1347,batten down the hatches,"The immediate forecast predicted severe wind and rain, so we had no choice but to 'batten down the hatches' and prepare for a rough night at sea.",Y,Ambiguous,,MM,
EXP1348,cap in hand,"With his cap in hand, he stepped forward to greet the queen.",Y,,,MM,
EXP1349,cap in hand,"She found her little brother sitting on the staircase, cap in hand, waiting for her to come home.",Y,,,MM,
EXP1350,cap in hand,"He stood in the autumn wind, his cap in hand, watching the leaves fall.",Y,,,MM,
EXP1351,kicking and screaming,The toddler was kicking and screaming as his mother tried to put him in his car seat.,Y,,,MM,
EXP1352,kicking and screaming,"Despite her fear of water, she was dragged to the pool, kicking and screaming.",Y,,,MM,
EXP1353,kicking and screaming,"After losing the game, he stormed off the field, kicking and screaming in frustration.",Y,,,MM,
EXP1355,sick and tired,The flu had left me feeling sick and tired for nearly a week.,Y,,,MM,
EXP1356,sick and tired,She had been working non-stop throughout the flu season and was now sick and tired.,Y,,,MM,
EXP1361,on the cards,She wrote a beautiful message on the cards for her friends.,Y,,,MM,
EXP1362,on the cards,"While practicing his signature, he accidentally spilled ink on the cards.",Y,,,MM,
EXP1363,face the music,"At the concert, the audience was excited to finally face the music.",Y,,,MM,
EXP1364,face the music,The conductor turned to face the music as the orchestra began to play.,Y,,,MM,
EXP1366,come in from the cold,"After hours of building snowmen and having snowball fights, the children were happy to finally come in from the cold.",Y,,,MM,
EXP1367,come in from the cold,She quickly realized she forgot her keys and would not be able to come in from the cold.,Y,,,MM,
EXP1368,come in from the cold,The stray dog seemed relieved to come in from the cold when we opened our door to him.,Y,,,MM,
EXP1375,head over heels,The gymnast flipped head over heels with perfect precision.,Y,,,MM,
EXP1376,head over heels,"The adventurous child went head over heels down the grassy hill, laughing all the way.",Y,,,MM,"The adventurous child went tumbling head over heels down the grassy hill, laughing all the way."
EXP1377,head over heels,"During the earthquake, everything in the room, including the bookshelf, went head over heels.",Y,,,MM,
EXP1382,reach for the stars,"In the planetarium, the holographic display was so realistic, it felt as if the children could reach for the stars.",Y,,,MM,
EXP1384,for a song,She wrote a beautiful poem for a song she had in mind.,Y,,,MM,
EXP1385,for a song,The band was looking for a song to perform at the concert.,Y,,,MM,
EXP1386,for a song,He composed a melody for a song he had written.,Y,,,MM,
EXP1399,down the tubes,"After the science experiment, we watched the liquid go down the tubes swiftly.",Y,,,MM,
EXP1400,down the tubes,Billy's marble raced down the tubes he had meticulously set up in his backyard.,Y,,,MM,
EXP1401,down the tubes,The plumber used a camera to inspect what was happening down the tubes of the old sewer system.,Y,,,MM,
EXP1402,no strings attached,"After a theatrical performance, the puppet master ensured there were 'no strings attached' to the props anymore.",Y,,,MM,
EXP1403,no strings attached,"As a part of the illusion, the magician made the hovering coin appear as if there were 'no strings attached'.",Y,,,MM,
EXP1404,no strings attached,She was surprised to find the marionette moving as if there were 'no strings attached'.,Y,,,MM,
EXP1405,spit it out,"After biting into the rotten apple, he had no choice but to spit it out.",Y,,,MM,
EXP1406,spit it out,"The toddler put a small toy in her mouth, and her mom immediately told her to spit it out.",Y,,,MM,
EXP1407,spit it out,The soup was too hot that he had to spit it out immediately.,Y,,,MM,
EXP1408,don't hold your breath,"While diving, the instructor warned the beginners, 'don't hold your breath for too long, it might be dangerous.'",Y,,,MM,
EXP1409,don't hold your breath,"During the medical check-up, the doctor instructed me, 'don't hold your breath' while he was checking my respiratory system.",Y,,,MM,
EXP1410,don't hold your breath,"In the singing class, the trainer said, 'don't hold your breath' during the exercise.",Y,,,MM,
EXP1418,stand up and be counted,The coach implemented a new policy where each player had to stand up and be counted before they left for a match.,Y,,,MM,
EXP1419,stand up and be counted,"In the crowded meeting, it was decided that everyone would stand up and be counted to get an accurate headcount.",Y,,,MM,
EXP1420,far and away,"The hiker had walked far and away, losing sight of the trail he had initially followed.",Y,,,MM,
EXP1421,far and away,"The lost balloon drifted far and away, until it was just a speck in the horizon.",Y,,,MM,
EXP1422,far and away,"The ship sailed far and away, into the vast, uncharted waters of the Pacific.",Y,,,MM,
EXP1423,sink or swim,"When thrown into the deep end of the pool, it was sink or swim for John.",Y,,,MM,
EXP1424,sink or swim,The shipwreck survivors were left with two choices: sink or swim.,Y,,,MM,
EXP1425,sink or swim,"During her first swimming lesson, she quickly realized it was sink or swim.",Y,,,MM,
EXP1426,hit the bottle,"During the shipwreck, the sailor hit the bottle against the rock to create a sharp tool for survival.",Y,,,MM,
EXP1427,hit the bottle,"In a fit of anger, John hit the bottle on the kitchen table, causing it to shatter into pieces.",Y,,,MM,
EXP1428,hit the bottle,"As part of the science experiment, Sarah hit the bottle to demonstrate the impact of force on solid objects.",Y,,,MM,
EXP1442,turn over a new leaf,The gardener watched as the plant began to turn over a new leaf in the spring.,Y,,,MM,
EXP1443,turn over a new leaf,"As she brushed the dirt off, she was careful not to turn over a new leaf of the fern.",Y,,,MM,
EXP1460,put the boot in,"Before they started the hike, she had to put the boot in her backpack just in case the current one got torn.",Y,,,MM,
EXP1461,put the boot in,"While cleaning the attic, I found an old leather boot and decided to put the boot in the donation box.",Y,,,MM,
EXP1462,make a splash,"When the boy jumped off the diving board, he was determined to make a splash big enough to drench his friends.",Y,,,MM,
EXP1463,make a splash,The little girl giggled as she used her hands to make a splash in the bathtub.,Y,,,MM,
EXP1474,draw a line in the sand,"During their beach vacation, the children decided to draw a line in the sand to divide their playing areas.",Y,,,MM,
EXP1475,draw a line in the sand,"To teach her students about geography, the teacher asked them to draw a line in the sand to represent the equator.",Y,,,MM,
EXP1476,draw a line in the sand,"As part of the ritual, they had to draw a line in the sand, separating the sacred space from the ordinary.",Y,,,MM,
EXP1477,push someone's buttons,"While playing the arcade game, she couldn't resist the urge to push someone's buttons, interfering with their game.",Y,,,MM,
EXP1478,push someone's buttons,The little boy thought it was hilarious to sneak up and push someone's buttons on the elevator before they could select their floor.,Y,,,MM,
EXP1479,push someone's buttons,"As a prank, she decided to push someone's buttons on their computer, completely disrupting their work.",Y,,,MM,
EXP1483,separate the wheat from the chaff,"After the harvest, the farmers spent hours to separate the wheat from the chaff.",Y,,,MM,
EXP1484,separate the wheat from the chaff,The old windmill was specifically designed to separate the wheat from the chaff.,Y,,,MM,
EXP1485,separate the wheat from the chaff,"Through the process of winnowing, they were able to separate the wheat from the chaff.",Y,,,MM,
EXP1504,get to grips with,The novice rock climber struggled to get to grips with the slippery boulder.,Y,,,MM,
EXP1522,get under someone's skin,"The tiny splinter managed to get under his skin, causing immense discomfort.",Y,,,MM,
EXP1523,get under someone's skin,The doctor had to remove the glass shard that had managed to get under her skin during her fall.,Y,,,MM,
EXP1524,get under someone's skin,"The mosquito's stinger managed to get under his skin, injecting a dose of irritating enzymes.",Y,,,MM,
EXP1535,up to speed,The train had to be up to speed before entering the tunnel to avoid getting stuck.,Y,,,MM,
EXP1536,up to speed,"Once the old car was up to speed, it could easily compete with the newer models on the highway.",Y,,,MM,
EXP1543,go with the flow,"The river was gentle, and the kayak seemed to just go with the flow.",Y,,,MM,
EXP1544,go with the flow,"When the current is too strong for the swimmers, they are advised to go with the flow.",Y,,,MM,
EXP1546,rule the roost,"On the farm, it was always the oldest hen who seemed to rule the roost.",Y,,,MM,
EXP1547,rule the roost,"In the birdhouse, the brightly plumed parrot appeared to rule the roost.",Y,,,MM,
EXP1548,rule the roost,"Despite their size, roosters rule the roost in most chicken coops.",Y,,,MM,
EXP1552,in the fast lane,"The sports car weaved in and out of traffic, staying predominantly in the fast lane.",Y,,,MM,
EXP1553,in the fast lane,"Due to the heavy traffic, the city's transportation department decided to transform the rightmost lane into a dedicated fast lane.",Y,,,MM,
EXP1554,in the fast lane,"While driving to her appointment, she realized that she was in the fast lane, which was meant for vehicles going at least 60 mph.",Y,,,MM,
EXP1555,break the back of,The weight of the heavy load was enough to break the back of the old mule.,Y,,,MM,
EXP1556,break the back of,"Be careful when you lift those weights, you could literally break the back of your body.",Y,,,MM,
EXP1557,break the back of,"In his anger, he threatened to break the back of his enemy.",Y,,,MM,
EXP1561,put words in someone's mouth,"While performing the ventriloquist act, it seemed like he could literally put words in someone's mouth.",Y,,,MM,
EXP1562,put words in someone's mouth,"In the science fiction movie, the alien technology could put words in someone's mouth, causing them to speak languages they never even learned.",Y,,,MM,
EXP1563,put words in someone's mouth,"The magician claimed that with his hypnotic powers, he could put words in someone's mouth, making them say things they wouldn't normally say.",Y,,,MM,
EXP1564,shut the door on,"Before leaving the house, always remember to shut the door on your way out.",Y,,,MM,
EXP1565,shut the door on,"When he heard the strange noise coming from the basement, he quickly decided to shut the door on it.",Y,,,MM,
EXP1566,shut the door on,"You left the room in such a rush, you forgot to shut the door on the refrigerator.",Y,,,MM,
EXP1576,kiss of death,"When he crossed the gang's territory, he knew he was inviting the 'kiss of death'.",Y,,,MM,
EXP1577,kiss of death,They said the venomous spider's bite was nothing less than a 'kiss of death'.,Y,,,MM,
EXP1578,kiss of death,"In the ancient legend, the enchantress could deliver a 'kiss of death' to her enemies.",Y,,,MM,
EXP1585,on the skids,"The runaway cart was on the skids, sliding rapidly down the icy hill.",Y,,,MM,
EXP1586,on the skids,"The car was on the skids, unable to control its movement on the slippery road.",Y,,,MM,
EXP1587,on the skids,"After the heavy rain, the bike was on the skids, making it difficult for the rider to maintain balance.",Y,,,MM,
EXP1594,light at the end of the tunnel,"After days of being trapped in the dark cave, they finally saw a light at the end of the tunnel indicating an exit.",Y,,,MM,
EXP1595,light at the end of the tunnel,"The train had been in the long underground passage for what felt like ages, but finally there was a light at the end of the tunnel appearing.",Y,,,MM,
EXP1596,light at the end of the tunnel,"As they navigated through the labyrinth, the sight of a light at the end of the tunnel brought relief and hope.",Y,,,MM,
EXP1604,on a roll,"After the mishap, the thread was no longer on a roll.",Y,,,MM,
EXP1605,on a roll,The children enjoyed playing with their toy cars on a roll of paper.,Y,,,MM,
EXP1607,rock the boat,"Be careful not to rock the boat too much, we don't want to capsize.",Y,,,MM,
EXP1608,rock the boat,"She stepped carefully onto the deck, making sure not to rock the boat.",Y,,,MM,
EXP1609,below the belt,The boxer was disqualified for repeatedly hitting his opponent below the belt.,Y,,,MM,
EXP1610,below the belt,"While playing soccer, he accidentally kicked the ball below the belt, causing the player to wince in pain.",Y,,,MM,
EXP1611,below the belt,The martial artist expertly blocked the incoming strike aimed below the belt.,Y,,,MM,
EXP1616,see eye to eye,"Despite their height difference, they managed to see eye to eye when they both stood on the podium.",Y,,,MM,
EXP1617,see eye to eye,"During their romantic dance, they were so close that they could see eye to eye.",Y,,,MM,
EXP1621,get it up,"Despite his efforts, he couldn't get it up the steep hill.",Y,,,MM,
EXP1622,get it up,She managed to get it up on the shelf with a little help from her friend.,Y,,,MM,
EXP1623,get it up,He struggled to get it up the stairs due to its heavy weight.,Y,,,MM,
EXP1624,get away with murder,The detective was determined to catch the serial killer who seemed to always get away with murder.,Y,,,MM,
EXP1625,get away with murder,"In the thriller novel, the antagonist was a cunning sociopath who managed to get away with murder multiple times.",Y,,,MM,
EXP1626,get away with murder,"Despite the diligent efforts of the police, the notorious gangster continued to get away with murder.",Y,,,MM,
EXP1654,one of those things,The red toy car is one of those things that my son plays with every day.,Y,,,MM,
EXP1656,one of those things,Her homemade pie is one of those things that everyone looks forward to at the family gathering.,Y,,,MM,
EXP1657,joined at the hip,The twins were born joined at the hip and the doctors had to perform a surgery to separate them.,Y,,,MM,
EXP1658,joined at the hip,"In the museum, there was a display of a fossil of two prehistoric animals that were joined at the hip.",Y,,,MM,
EXP1663,have a ball,"Despite the heavy rain, the children rushed outside to have a ball game.",Y,,,MM,
EXP1665,have a ball,She decided to have a ball with her in case they spontaneously decided to play catch in the park.,Y,,,MM,
EXP1669,under the sun,They decided to have a picnic under the sun.,Y,,,MM,
EXP1670,under the sun,"He sat under the sun, enjoying the warmth on his face.",Y,,,MM,
EXP1671,under the sun,She spread out her towel and lay down under the sun to tan.,Y,,,MM,
EXP1675,on the wagon,We loaded our luggage on the wagon to carry it to the station.,Y,,,MM,
EXP1676,on the wagon,The farmer stacked bales of hay on the wagon to feed his cattle.,Y,,,MM,
EXP1677,on the wagon,Children climbed on the wagon to get a better view of the parade.,Y,,,MM,
EXP1678,call a spade a spade,"When teaching his son gardening, he emphasized, 'You have to call a spade a spade, not a shovel.'",Y,,,MM,
EXP1679,call a spade a spade,"In the middle of the archaeological dig, she reminded her team to call a spade a spade, as their precise terminology could impact the findings.",Y,,,MM,
EXP1680,call a spade a spade,"He struggled with English idioms, but he had no problem learning to call a spade a spade in his gardening class.",Y,,,MM,
EXP1690,spill the beans,"While making dinner, I managed to spill the beans all over the kitchen floor.",Y,,,MM,
EXP1692,spill the beans,He was so careless with the shopping bags that he managed to spill the beans across the driveway.,Y,,,MM,
EXP1702,on the button,The child pressed his finger directly on the button of the toy.,Y,,,MM,
EXP1703,on the button,She placed the sticker perfectly on the button of her jacket.,Y,,,MM,
EXP1704,on the button,He accidentally spilled coffee on the button of his laptop.,Y,,,MM,
EXP1714,black and blue,"Her dress was a beautiful mix of black and blue, reminding me of a starry night.",Y,,,MM,
EXP1715,black and blue,The room was decorated black and blue for the high school reunion party.,Y,,,MM,
EXP1716,black and blue,"The abstract painting was predominantly black and blue, evoking a sense of calm.",Y,,,MM,
EXP1718,put the cart before the horse,"In the painting, the artist humorously depicted a scene where they put the cart before the horse, causing the audience to chuckle.",Y,,,MM,
EXP1721,bells and whistles,"His new bike was so fancy, it even had bells and whistles installed.",Y,,,MM,
EXP1722,bells and whistles,"The parade floats were a delight, all decked out with bells and whistles.",Y,,,MM,
EXP1732,in cold blood,The detective found the victim lying in cold blood at the crime scene.,Y,,,MM,
EXP1733,in cold blood,The fisherman was shocked to find his catch of the day swimming in cold blood.,Y,,,MM,
EXP1741,carrot and stick,The farmer was holding a carrot and stick while feeding his donkey.,Y,,,MM,
EXP1743,carrot and stick,She found a strange combo of a carrot and stick in her grocery bag.,Y,,,MM,
EXP1744,down the road,I saw a cute little dog a few feet down the road.,Y,,,MM,
EXP1745,down the road,"If you go down the road, you will find a gas station on your right.",Y,,,MM,
EXP1746,down the road,"She lives just down the road, next to the supermarket.",Y,,,MM,
EXP1751,heads will roll,The guillotine operator muttered 'heads will roll' as he prepared the machine for the next execution.,Y,,,MM,
EXP1752,heads will roll,"The grim reaper, in the horror movie, ominously whispered 'heads will roll' before wielding his scythe.",Y,Ambiguous,,MM,"The grim reaper, in the horror movie, ominously whispered 'heads will roll' before wielding his scythe for a clean cut."
EXP1756,at the end of the day,"At the end of the day, the sun dipped below the horizon, painting the sky in hues of orange and pink.",Y,,,MM,
EXP1757,at the end of the day,He promised to return my book at the end of the day.,Y,,,MM,
EXP1758,at the end of the day,The city skyline was a breathtaking sight at the end of the day.,Y,,,MM,
EXP1759,heart and soul,The painting represented the human heart and soul in an abstract way.,Y,,,MM,
EXP1760,heart and soul,The surgeon dedicated himself to studying the complexities of the heart and soul.,Y,,,MM,
EXP1761,heart and soul,The poem was a haunting exploration of the heart and soul.,Y,,,MM,
EXP1762,pack a punch,"During the boxing match, the underdog managed to pack a punch that knocked out his opponent.",Y,,,MM,
EXP1763,pack a punch,"She was small, but she could pack a punch that surprised many of her adversaries.",Y,,,MM,
EXP1764,pack a punch,"Despite his age, the old man could still pack a punch, leaving everyone in awe during the sparring session.",Y,,,MM,
EXP1765,eat someone alive,"In the heart of the jungle, he feared that a wild beast might eat him alive.",Y,,,MM,
EXP1766,eat someone alive,"During their expedition in the dense forest, they were terrified that a pack of wolves would eat them alive.",Y,,,MM,
EXP1767,eat someone alive,"In the horror movie, the deranged creature threatened to eat her alive.",Y,,,MM,
EXP1780,tie the knot,"After securing the boat, he had to carefully tie the knot to ensure it wouldn't drift away.",Y,,,MM,
EXP1781,tie the knot,Learning to tie the knot in his shoelaces was a significant childhood achievement for Tim.,Y,,,MM,
EXP1782,tie the knot,"Before climbing, she made sure to tie the knot securely in her safety rope.",Y,,,MM,
EXP1786,step on it,"Be careful not to step on it, the paint is still wet.",Y,,,MM,
EXP1788,step on it,"When he drop his glasses, he warned everyone around not to step on it.",Y,,,MM,
EXP1793,out of the picture,The artist meticulously edited the strangers out of the picture.,Y,,,MM,
EXP1794,out of the picture,"When the balloon drifted too high, it went out of the picture.",Y,,,MM,
EXP1795,break the ice,The explorer had to break the ice to make a path for the team.,Y,,,MM,
EXP1796,break the ice,The ship's hull was designed to break the ice in the Arctic waters.,Y,,,MM,
EXP1797,break the ice,He had to break the ice on the pond to rescue the trapped bird.,Y,,,MM,
EXP1801,pop the question,"When they were playing the game, he was unexpectedly asked to pop the question from the card.",Y,,,MM,
EXP1802,pop the question,The quizmaster decided it was time to pop the question everyone had been dreading.,Y,,,MM,
EXP1803,pop the question,"During the interview, she had a sudden urge to pop the question that was on everyone's minds.",Y,,,MM,
EXP1807,full speed ahead,The captain shouted 'full speed ahead' as the ship steered clear from the iceberg.,Y,,,MM,The captain decided to go 'full speed ahead' as the ship steered clear from the iceberg.
EXP1808,full speed ahead,Our car went full speed ahead on the empty highway.,Y,,,MM,
EXP1809,full speed ahead,"The train was going full speed ahead, cutting through the dense fog.",Y,,,MM,
EXP1813,point the finger,She was quick to point the finger at the culprit in the lineup.,Y,,,MM,
EXP1815,point the finger,"In the children's game, he was chosen when she randomly point the finger.",Y,,,MM,
EXP1822,sign on the dotted line,"Before he could secure the loan, the bank required him to sign on the dotted line.",Y,,,MM,
EXP1823,sign on the dotted line,I could not move into the apartment until I was able to sign on the dotted line.,Y,,,MM,
EXP1824,sign on the dotted line,The car dealership would not let her drive the car off the lot until she sign on the dotted line.,Y,,,MM,
EXP1825,up the ante,"In the high-stakes poker game, he decided to up the ante and risk everything he had.",Y,,,MM,
EXP1826,up the ante,"Feeling confident about her hand, she decided it was time to up the ante.",Y,,,MM,
EXP1827,up the ante,"To test his opponent's resolve, he decided to up the ante, pushing a large stack of chips to the center of the table.",Y,,,MM,
EXP1828,bring home the bacon,"After shopping at the market, Sarah was excited to bring home the bacon for dinner.",Y,,,MM,
EXP1829,bring home the bacon,"Every weekend, Dad would go to the butcher's shop to bring home the bacon for our Sunday morning breakfasts.",Y,,,MM,
EXP1830,bring home the bacon,He was sent to the store with one simple task: bring home the bacon for the cookout.,Y,,,MM,
