,Idiom,Sentence
503,behind closed doors,"All critical decisions were taken well ahead of the Congress , behind closed doors , with very little input from outsiders ."
504,behind closed doors,It takes place all the time and should not be confused with organizational politicking ( which generally takes place behind closed doors ) or personal vituperation ( which generally takes place in committee rooms ) .
505,clear the decks,"And his formal split from Diana clears the decks for a marked change in the way he and Camilla , 44 , conduct their friendship ."
506,clear the decks,"With corporal punishment abolished as a judicially imposed sentence , and capital punishment diverted , at least for a time , to a committee room in Whitehall , the decks were cleared for the first real post - war scrutiny of penal policy and methods ."
507,clear the decks,"Some people like to remove all the petals to ‘ clear the decks’ , others will remove just enough from the centre to give enough space to work ."
508,on the game,"And what 's strikin ' me now , she took the child with her when she was on the game just as a draw.’"
509,on the game,My mother said she 's going to go on game anyway .
510,on the game,They think I 'm on the game .
511,with open arms,"He has been welcomed back with open arms by team - mates who appreciate talent , courage and strong character — we will need all three qualities to overcome the Springboks ."
512,with open arms,"However , Richard Amos , the youth worker , continues to put considerable effort into the work of the youth club and would welcome with open arms any volunteers to join those already helping ."
513,flash in the pan, You know very well that was just a — a flash - in - the - pan reaction — I felt threatened — it was just self - defence . '
514,flash in the pan,Flash in pan blew Gents to pieces
515,flash in the pan,"I do n't , I think it was just a flash in the pan ."
516,rough around the edges,"‘ I 'm no more a gentleman than you are a lady,’ he said with soft menace , his voice gone rough around the edges ."
517,rough around the edges,"‘ What talisman is there,’ he asked , his voice rough around the edges , ‘ that could protect me from you ?"
518,fly off the handle,She saw the mess and flew off the handle at once .
519,fly off the handle,"But I do n't want you to fly off the handle,’ he smiled at Annie as if he knew her temperament of old , ‘ or do anything rash ."
520,see the light,"Some people are seeing the light , even from your own side ."
521,see the light,I am not too worried about the new council tax because I doubt whether it will see the light of day .
522,see the light,But at least none of them saw the light of print — until today 's souvenir edition .
523,pour cold water on,"‘ we pour cold water on the natural loving feelings of their parents , and give them the impression they have produced something monstrous ."
524,pour cold water on,"Arsenal were in the final , but Chapman poured cold water on hopes for the Double ."
525,pour cold water on,"During the opening statement at Hambleton Community Centre , where most of the two - month hearing will take place , he poured cold water on the main arguments of the 8,500 objectors to the scheme ."
526,fire in the belly,You have got the fire in your belly that will make an excellent detective novel .
527,get a grip,Lloyd 's needs to get a grip on more ‘ safe’ business to offset its increasing tendency to be at the wrong end of big disasters such as Piper Alpha .
528,get a grip,I must … get a grip …
529,get a grip,"er any angle they can get , get a grip of ."
530,in the loop,"Firstly , it is worth noting that if the Lorenz equations ( Section 24.2 ) are considered as modelling convection in a loop ( Figs . 17.4 , 17.5 ) , then the chaotic solutions of the equations do not correspond to turbulent flow in the loop ."
531,in the loop,"Whether these findings were a result of stagnation of secretions with increased CCK release in the afferent jejunal loop , a changed alkaline gastric content , or both is unclear ."
532,in the loop,"There are still many systems where the man is in the control loop , for example in vehicle driving and in most manufacturing production processes ."
533,fly in the face of,Emphasizing the role of competition between firms in raising real wages may appear to fly in the face of the everyday reality of pay negotiations .
534,fly in the face of,Anita Roddick has made a virtue of flying in the face of business convention .
535,get the boot,I 've got the boot.’
536,get the boot,"Funnily enough it 's not the people like me who usually do get the boot in academic life , it 's the people with real talent who generally have a hard time.’"
537,on and off,And with a lead on and off do you see .
538,on and off,"‘ All day , on and off.’"
539,on and off,"She was a celebrated actress whom he had known and loved , on and off , almost since her first appearance on the stage ."
540,cook the books,"they 're saying that their fixing figures by not putting people on the waiting list so the waiting lists are shorter , because they 're putting , not , they 're saying that to people we ca n't treat you for about two years so I 'm not going to put you on the list at the moment , so they 're , cooking the books , that 's what they reckon"
541,cook the books,He was prepared for me to Cook The Books
542,cook the books,"This followed the publication of a book called Facing the Figures , by the Radical Statistics Health Group , and a television documentary , in the series ‘ Dispatches’ , which said the Government was ‘ cooking the books’ and misleading the public over issues such as unemployment , poverty and the health service ."
543,on the same page,"The second reason he expressed thus , on the same page :"
544,on the same page,It 's important for parents to be on the same page when it comes to disciplining their children .
545,run a mile,But fretbuzz is a very subjective thing ; I 've met a number of players who will sacrifice all for a low playing action and are quite happy to put up with extraneous noises that others would run a mile to avoid .
546,run a mile,Particularly as normally he 'd rather run that mile than chat up a nurse !
547,run a mile,Well you 'd run a mile
548,on thin ice,"‘ You 're skating on thin ice,’ she yelled in her Miss Piggy voice as she skied dangerously close behind members of the group ."
549,on thin ice,Skating on thin ice
550,close to home,But can you think of anybody for yourself who you could think of who over the recently or over the in the past few centuries or closer to home have shown the gifts of the Holy Spirit in their lives ?
551,close to home,But today 's hunt was close to home .
552,close to home,"If he is interested in looking close to home , he should note the fact that while unemployment in my constituency has , tragically , gone up by the figure he mentioned in the course of the past 12 months , it has gone up in his constituency by 110 per cent ."
553,in the bag,"Right up until ten minutes before the result was announced , John 's victory seemed to be in the bag ."
554,in the bag,I ca n't wait to tell Nick I 've got his job in the bag .
555,in the raw,He did n't much care for nature in the raw : it was messy and wasteful and there was too much of it .
556,in the raw,"Now although we can differentiate the products er agricultural products , we can only do that at the very final stage in processing , by and large , where there 's much less scope after product differentiation right , at the er the raw material erm level , which is where most agricultural trade continues er , most trade in agricultural products is in the raw commodity , not the refined commodity the refining , there might be the processing and the manufacturing , tend to occur in the country of consumption and not in the country of production a number of complicated , erm political reasons erm alright , but the but because there is n't the scope for product differentiation alright , we have n't witnessed an increase in intra industry trade in agricultural goods whereas we have done for manufactured goods because there is scope for intra industry trade er yeah scope for product differentiation ."
557,cut the mustard,"Dragons of Flame is at best a weak beat-'em up , and could never cut the mustard as a bona fide roleplayer ."
558,force someone's hand,"However , with attendances falling and United facing a potentially damaging FA Cup third - round draw away to Nottingham Forest , Edwards 's hand may yet be forced ."
559,force someone's hand,He then forced Ranulf 's hand close to that of the corpse .
560,in the final analysis,"Well in the in the final analysis of the of the er the er considerations of these two sites the er area of Ske Skelton in general , erm it was considered that they that they did not perform a greenbelt function ."
561,in the final analysis,"In the final analysis , it must be thought of as the eternal and original artistic power that calls into being the entire world of phenomena ."
562,in the final analysis,"In the final analysis , what I say goes ."
563,up in the air,"EMI A & R boss Nick Gatfield could shed little light on the situation : ‘ It 's all up in the air at the moment , we are not sure what is going to happen ."
564,up in the air,"Kane 's ' When You 're Sad ' , Husker Du 's ' Up in the Air ' , Meat Puppets ' ' Two Rivers ' , Saqqara Dogs ' ' Greenwich Mean Time ' …"
565,fall from grace,"And this in spite of the fact that two - thirds of the ‘ excellent’ companies analysed had fallen from grace by 1987 , when Peters himself brazenly opened his third book , Thriving on Chaos , with the statement : ‘ There are no excellent companies’ ."
566,fall from grace,"The former has watched his Garvey side fall from grace in the Harp Senior League championship , while Lutton 's Newry outfit ensured Section One survival ."
567,fall from grace,RICHARD Lines ' fall from grace is almost complete .
568,full of beans,"In one nursery school there were 150 children , gaily dressed and full of beans ."
569,full of beans,‘ They always seem to be cheerful and full of beans …
570,full of beans,"‘ Yes , she 's simply full of beans now.’"
571,press the panic button,But the lawyer told the court how Mrs Kennedy managed to press a panic button without the gunmen knowing when she was answering the telephone .
572,press the panic button,Two defeats in their six home games is hardly what the fans expect but Flynn is n't pressing the panic button .
573,press the panic button,"‘ The very thought of it makes me want to press the panic button , crawl under the bed and call for HRT,’ says one friend ."
574,have a heart,"One o'clock in Piazza dei Partigiani after a stressful morning at work was very different from eleven o'clock the night before after making love , but Ellen was bubbling with such enthusiasm that he had n't the heart to voice his reservations ."
575,have a heart,"Though no one could say Miss Phoebe was sour — ninepence to the shilling maybe , but she had a heart under her flat chest ."
576,have a heart,Most mothers have n't the heart to deny their children the care and comfort they have given them all their lives and many continue to run round them long after they are old enough to look after themselves .
577,on the fly,The device driver then compresses any data saved to the disk and decompresses data read from it on the fly .
578,on the fly,‘ So you 're here on the fly.’
579,get stuck in,"He relished the fight , like he relishes getting stuck in , but did n't really enjoy the job ."
580,get stuck in,"She put a condom on me and we got stuck in , but as soon as I had ejaculated she whipped the condom off me , leaving me floundering for a while on the bed ."
581,get stuck in,So do n't hang around … get stuck in !
582,out of the box,"And the truth is that whatever it is that has been unleashed , it 's barely out of the box.’"
583,out of the box,Gutsy Slatefield Magic ( 9.55 ) scorched out of the boxes four days ago and another fast exit will enable her to complete a quick double .
584,out of the box,They can fail in one minute right out of the box or last 20 years with luck and very careful use .
585,on the warpath,The Wise Woman would do her homework because Mother Francis was on the warpath .
586,on the warpath,"If John Major signed the proposed treaty at Maastricht without first securing substantial concessions , Robertson intends to go on the warpath with a national campaign to reverse the decision ."
587,on the warpath,"If John Major signs the proposed treaty at the Maastricht summit in December , Robertson intends to go on the warpath"
588,take a dive,"By that time , with the global economy spinning into near - depression , commercial and industrial gold use , and even luxury demand , took a further dive ."
589,take a dive,"The British , Bri , British bank are gon na take a dive !"
590,take a dive,But their hopes took a dive in the 62nd minute when Polish striker Marcel Witeczek went on a run to score a superb individual goal .
591,scratch the surface,Unable to offer Rossini a bicentenary gift of Il viaggio a Reims ( Ferrara finally inherited that project ) the Théâtre des Champs - Elysées presented in the space of a week a display of Rossini singing that barely scratched the surface .
592,scratch the surface,"The various departmental select committees looking at the estimates and the Public Accounts Committee looking at the accounts of what has been spent , can only scratch the surface ."
593,scratch the surface,"I mean when one starts to , to scratch the surface , let me just give one example I mean we feel er I M R O fails on on its membership I mean the fact that you had Bishopsgate Investment Management which was the beneficial owner was an organisation in Liechtenstein ."
594,hammer and tongs,They have been going hammer - and - tongs since last July and the tour of Namibia .
595,hammer and tongs,"I always go hammer and tongs at my running and then wonder why I end up with chest pains sore throats , dead legs , etc ."
596,hammer and tongs,"The mob , now several hundred strong , and going at it hammer and tongs , took time out to boo and jeer at the military presence ."
597,make a clean break,Gossip has it that his wife had recently left him and he wanted to make a clean break .
598,make a clean break,"Certainly , regulators are urging banks to make a clean break with property ."
599,make a clean break,"If the Libyan revolution is to succeed , the country ’s new leaders must make a clean break with the spirit of the past ."
600,at sixes and sevens,I 'm all at sixes and sevens .
601,nuts and bolts,"This , plus the fact that the role entailed involving the County Librarian and "" selling the project "" to the DCSLs , meant that the ACL : E&SS covered the spectrum from working politically with senior management of the education service to the coordination of those who implemented the project at the nuts and bolts level ."
602,nuts and bolts,"They are basically the nuts and bolts of the er the report , if anyone has any questions questions I 'd rather not hear it ,"
603,nuts and bolts,"The adjustment system is not particularly good , something of a nut - and - bolt operation , and looks as though it could well be vulnerable to failure as the bolt wears through the covering fabric ."
604,the ball is in someone's court,this time and the ball 's in their court .
605,the ball is in someone's court,The ball 's in her court then .
606,get a life,He 's got his life and I 've got nothing .
607,get a life,"Get a life , as Lizzy is always saying ."
608,get a life,Get a life !
609,on the nose,Yeah we just go and have a pound on the nose you know and er
610,on the nose,"Made from the Viura grape , this wine is pale in colour with a greenish tinge , and is fresh and fragrant on the nose ."
611,on the nose,"Yeah we have on the nose , but we"
612,on a shoestring,"But , increasingly , with the availability of easy credit , it 's possible to shop till you drop on a shoestring salary ."
613,in the driver's seat,"The pipeline has been established as a Russian - German - Dutch consortium , but it is the Russian energy giant Gazprom that is in the driver 's seat with 51 % of the shares ."
614,in the driver's seat,"The Belfast headmaster was highly popular , both with the players and with the media , but the Murphy appointment will mean a definite change of emphasis in the driver 's seat ."
615,wet behind the ears,"It 's bad enough that Timothy 's mooning over her like a schoolboy , wet behind the ears ."
616,wet behind the ears,He were wet behind the ears !
617,wet behind the ears,THE 1987 heavyweight fight betwen Joe Bugner and Frank Bruno at Spurs was my first big promotion and to say I was wet behind the ears is an insult to water .
618,up a tree,"If the risk of this happening leaves the prosecutor up a gum tree , it is apparent that the Crown Prosecution Service may have an interest in ensuring that something has been done prior to trial to remove the need for a dock identification , whether the police can see a use for one or not ."
619,up a tree,"In this case , all deficiencies would be notified more sensibly up the tree from user to parent , and so on ."
620,up a tree,If someone is a lonely cheat stuck up a tree — love them .
621,pick someone's brain,Obviously he 'd decided it was worth putting up with the foul - smelling smoke for the sake of picking Michael 's experienced brain .
622,fill someone's shoes,So in other words I 'll I 'll raise up somebody to fill my shoes I suppose .
623,save someone's skin,"After an indifferent game against Costa Rica and an inspirational performance against Sweden when he saved Scotland 's skin on several occasions , Leighton 's luck finally ran out ."
624,save someone's skin,Others saved their own skins and left the worst - hit areas .
625,walk all over,I suspect that there 'll there 'd been a certain amount of alienation for a long time things that the men had to accept because the people with the money and therefore the power said that they had to you know a I think quarry men are very proud on one level great sort of craftsmen in a way and erm I 'm sure that you know th the last couple of years well I 've heard them say really tha that there 'd been things niggling them with the management but I suppose this was just like a blatant smack in the face and they realize that if they accepted this if they let the management walk all over them this was the thin end of the wedge you know that .
626,walk all over,"T that 's it , walk all over me ."
627,walk all over,Earlier however Kelburne looked as though they were going to walk all over the young Aberdonians when they raced into a 2 - 0 advantage from scores by David McKay and Michael Starling but a goal by Philip Webster just before half time gave the northerners a timely boost .
628,hot and heavy,"I do n't know what it was , the mist , the way it hung , hot and heavy like a blanket , the weirdness and the exhaustion of the long night drive up the coast , but I suddenly realised I was scared ."
629,hot and heavy,"Any man who hindered the Admiralty work would have it hot and heavy "" ."
630,hot and heavy,Not until the sun comes hot and heavy on it .
631,strike a chord,The Prime Minister believes that her words strike a chord with the British public .
632,strike a chord,"Or , to strike another chord of apprehension , as expressed in the Report of the Prison Commissioners for 1907–8 : ' He drifts , and the tidy scholar soon becomes a ragged and defiant corner loafer . '"
633,strike a chord,And I find it somehow very encouraging that television can present us with real people instead of the usual cyphers and still strike such deep and resonant chords in so many .
634,batten down the hatches,"Yesterday , Marchant boss Philip Marchant said : ‘ We have had to batten down the hatches ."
635,batten down the hatches,"When one hellraiser comes face to face with another , everyone battens down the hatches and prepares for all hell to break loose ."
636,batten down the hatches,"When the future seems to be filled with storm clouds , it may appear that the Church has no other recourse but to batten down the hatches and attempt to ride the storm ."
637,cap in hand,"Does the Prime Minister agree that the elderly , sick and disabled should automatically receive a heating allowance every winter instead of having to go cap in hand to the Government ?"
638,cap in hand,Even a president whose party controls both the House and the Senate is obliged to approach the legislature more or less cap in hand as he seeks approval for his programme .
639,cap in hand,"This time , of course , I was going to it cap in hand ."
640,kicking and screaming,"‘ I 'm not going to drag you away,’ he said , ‘ kicking and screaming , by the hair ."
641,kicking and screaming,"Some of Mr Mellor 's favourite orchestras will probably be among companies handed over , albeit kicking and screaming ."
642,kicking and screaming,"Sources say SunPics was ‘ dragged kicking and screaming’ into the brand new Sun Microsystems Inc and Adobe Computer Systems Inc alliance,(UX No 404 ) , orchestrated by SunSoft Inc president Ed Zander , one of the first of the Sun mafia to come to grips with the slippery notion of standards — prodded no doubt by the coming onslaught of Microsoft Corp 's Windows NT ."
643,sick and tired,"I think to myself , they must be sick and tired of hearing him moan !"
644,sick and tired,"The Arab masses , like their counterparts throughout the so - called Third World , are at boiling point , sick and tired of the hypocrisy , naked aggression , and humiliation of centuries of imperialism ."
645,on the cards,A repeat of the Stormseal UK final between Davis and Stephen Hendry is on the cards .
646,on the cards,"He and Chris Grant , on The Thinker , jumped the last together , but it was always on the cards that McCourt would have the upper hand ."
647,face the music,"Instead of facing the music at Wembley on September 9 , Taylor 's team will play for expenses only on a Spanish Second Division ground that holds only 25,000 spectators and has never before staged a full international match ."
648,face the music,"I went to several pubs looking for him but nobody had seen him , so , as it was getting late , I turned to go home to face the music ."
649,come in from the cold,Only now has she come in from the cold with her eleventh book being published by Collins ( at £ 10.95 ) .
650,come in from the cold,Hamas ~ Comes in from the Cold
651,come in from the cold,"If our much smaller , and much more numerous local museums are also to come in from the cold , the only route open to them is the one of providing a stimulating and memorable learning experience ."
652,head over heels,"H - have to admit it , old thing , I 'm h - head over h - heels in love with you . '"
653,head over heels,"He threw out a hand , clutching at empty air , then fell backwards , tumbling head over heels down the steps , finally crashing to a stop at the bottom , where he lay in a spreading pool of blood ."
654,head over heels,"I gripped the banister and swung myself head over heels , then came out on the roof of a tower ."
655,reach for the stars,"EVER since Geoff Cooke told Neil Back that he was too small to play for England , the Leicester flanker has reached for the stars — and flattened most of them ."
656,for a song,‘ You 'd be amazed what you can pick up on the remainder counter for a song.’
657,for a song,"The result is that ordinary motorists can now get the cars of their dreams for a song , and they could even end up being a good little earner ."
658,for a song,"Crowe had bought the house , grey , bullet - pocked , near derelict , for a song immediately after the war and had made it , incorporating its farm buildings , expensively unassuming and very comfortable ."
659,down the tubes,"Los Angeles , California - based Tiger Media , the multimedia authoring start - up , has gone down the tubes : its venture capitalists sold off the assets last month to New Hampshire - based AimTech Inc , a PC company ."
660,down the tubes,"Because if we , we , the rank and file do n't succeed , we 're all gon na go down the tube together ."
661,down the tubes,"‘ That 's a bit of history gone down the tubes , eh ?"
662,no strings attached,"All four deals are fully portable , are available on an endowment , pension or PEP basis and have no strings attached ."
663,no strings attached,"It is a simple enough invitation , with no strings attached ."
664,no strings attached,"‘ They also offered me a job at the end of it , but there were no strings attached to the scholarship.’"
665,spit it out,‘ Tim Dog mangled a city with ‘ F - ck Compton’ and spit it out with ‘ Step To Me’ .
666,spit it out,"‘ You 're wondering something , boy , cough it up , spit it out , expel it , vomit it forth ."
667,spit it out,Jean - Claude 's use of the word — the way he spat it out as if dirt clung to it — was a blasphemy that made me feel sick .
668,don't hold your breath,"I said do n't hold your breath Elaine but if it 's what I think 's in that carrier bag over there it ai n't a voucher , cos they all were saying"
669,don't hold your breath,Erm I 'll attempt to do that tonight but I do n't hold out much hope so do n't hold your breath .
670,don't hold your breath," Do n't hold your breath , Miguel , because I 'm not going out with you . '"
671,stand up and be counted,It simply appealed ‘ to all Conservatives to stand up and be counted against Humphrey Berkeley 's Bill in favour of homosexuals’ .
672,stand up and be counted,Stand up and be counted for fair play and truth !
673,far and away,"With their nearest rival , Tesco , they 've become far and away the most popular places to do the weekly shop ."
674,far and away,"Wherever you begin , you 're certain of a pleasant discovery round the next bend and a Fly - Drive package is far and away the most convenient and comfortable way to see all there is to see ."
675,far and away,"On the list you see in appendix one , there are six there that are showing charges lower than ours , although I 'm not sure , one of the Dyfed , and I 'm not sure how they differentiate between normal and high , in terms of er , occupancy , I suspect it 's in line with our low dependency , high dependency definition in the private sector , and you 'll see in the report that we do say that far and away the majority of people coming into your own homes are in the high dependency category ."
676,sink or swim,Or perhaps the transition adventure was just a ripple on the ocean of complexity in which all newcomers to the Course must quickly learn to sink or swim .
677,sink or swim,I mean the furore about actually leasing trains has taken several years to develop erm And you just have to look at at the moment now and he does n't know if he 's sinking or swimming basically .
678,sink or swim,"‘ He threw him in there newly dead , and Benedetta with him living , to sink or swim together ."
679,hit the bottle,Terry B says he did n't think he was hitting the bottle but there 's one side of you that takes over and he started to slide down hill … he became and realised it was time to get real with himself and he has n't had a drink since march
680,hit the bottle,"REGIONAL health trends uncovered in the survey show that men are least likely to hit the bottle in East Anglia , which has the lowest proportion of heavy drinkers ."
681,hit the bottle,Hitting the bottle too hard means the beneficial effect of alcohol disappears .
682,turn over a new leaf,"Besides , if I 'm turning over a new leaf , I need new friends to go with it , do n't you know?’"
683,turn over a new leaf,"Faldo , perhaps above all , will be hoping to turn over a new leaf ."
684,put the boot in,PUTTING THE BOOT IN
685,put the boot in,"A representative sampling of Osiris Management Services ' clientele was there , beefy ballocky blokes who prized the rugby scrum of life as much as an opportunity for putting the boot in as for winning the ball ."
686,make a splash,"IF you want to make a splash at the Christmas party without sinking into the red , it 's easy to make your own outfit ."
687,make a splash,We are some way yet from Autumn but that is no reason not to consider the way we can change colours on the needlebed to use up left over yarn or simply make a splash with colours we 've always wanted to knit together .
688,draw a line in the sand,He argued that Britain ought to use its veto and ‘ draw a line in the sand’ .
689,push someone's buttons,but that pushed Southend 's scoring button and they hit back with two more …
690,push someone's buttons,"‘ I realise your intentions are clean , but those words push my button ( for such and such a reason).’"
691,separate the wheat from the chaff,"The process is a bit like winnowing , the old method of using the wind to separate wheat from chaff , except that in the case of pyroclastic material there is no simple division into light material ( husks ) and heavy ( grain ) but a continuous gradation in sizes ( and therefore weight ) of particles from fine to coarse ."
692,separate the wheat from the chaff,This gives the courts a useful power to separate the wheat from the chaff among the pending cases .
693,get to grips with,"in the eye of the storm , England prop Jason Leonard gets to grips with debutant scrum - half Andy Nicol as England begin to take control after a shaky opening half ."
694,get under someone's skin,"He managed somehow to get under my skin , tangle me up inside so that I did n't know if I was coming or going ."
695,get under someone's skin,‘ My dear — do n't allow his obsession for everything being first class at the Wilderness get under your skin .
696,get under someone's skin,And was this how he had got under Elise 's skin ?
697,up to speed,All of this is giving me a good opportunity to get up to speed quickly on AEA and the various issues we face .
698,up to speed,To make sure the G M B is at the head of the field we must have a reasonable Health and Safety Officer who would ensure that our safety reps and full - time officers are kept up to speed with all the changes in legislation and to provide the adequate training .
699,go with the flow,"Enjoy the ride down , let the wind fly through your hair , go with the flow , and wait for the big crash ."
700,go with the flow,Disputes about who 's going to stop drinking and drive home do n't help us go with the flow .
701,rule the roost,"I kind of ruled the roost a bit , but we got on well ."
702,rule the roost,As children he and Nigger had ruled the roost .
703,rule the roost,"Attractive , popular and smart , Veronica hovers in the orbit of the ‘ Heathers’ , a four - girl clique who rule the roost at Westerburgh High ."
704,in the fast lane,In the fast lane
705,in the fast lane,"On the phone , in fifth and in the fast lane looks and feels better than three months in a surgical neck - support , which is the likely outcome of what is becoming known as ‘ phone neck’ ."
706,in the fast lane,"The aim … to hit the high speeding , high earners just as much as the less well off , who still enjoy life in the fast lane ."
707,break the back of,"‘ These disposals will break the back of our £ 200 m bridging finance , taken on to fund the bid,’ said Mr McErlain ."
708,break the back of,A combination of ground and air action broke the back of the rebellion .
709,break the back of,‘ But the Society 's broken the back of the tradition over the years .
710,put words in someone's mouth,‘ Then do n't put words in my mouth.’
711,put words in someone's mouth,Putting words in your mouth .
712,put words in someone's mouth,"Well , now you 've put the words in my mouth , convincing lies , that is a ringer , I mean , nothing but the truth ."
713,shut the door on,"It is you , having shut the door on your fears which have hitherto ruled your life , who can open a new door ."
714,shut the door on,"In this shrine of opulence , deference to one 's customer requires that a shopkeeper should not appear to talk of price ( "" a murmur reached her "" ) , nor treat his goods as merchandise ( "" He would be willing … to keep it … for ever "" ) , nor should he appear to shut the door on his customer ."
715,shut the door on,"I did n't shut the door on him , I left it as long as I dared , but he was going so fast he had n't a hope ."
716,kiss of death,And one blessing is that we are n't likely to be saddled with the tag ‘ Team of the Nineties’— which is a real kiss of death — while we 're trying to find our feet in the Premier League.’
717,kiss of death,Tesco were the grocery chain and the Green Shield Stamps and it was the kiss of death for Green Shield when they did that .
718,kiss of death,"Financial problems aside , the company had already received the kiss of death in that , two years ago , the Department of Trade and Industry chose to feature it as a prime example of the Enterprise Initiative ."
719,on the skids,"Butterworth was ‘ on the skids’ , having been made a scapegoat by Acheson for the bankruptcy of American policy in China ; Butterworth would shortly be posted abroad , which was correct as he soon afterwards departed to be American minister in Stockholm ."
720,on the skids,"Johnstone 's recollections are a sad but reassuringly honest appraisal of a career on the skids and although drink and football are part of the untamed humour of Scottish society , they are also a major part of the untold pain ."
721,on the skids,Water and electricity shares were on the skids .
722,light at the end of the tunnel,"I would have liked to have done better in the League this season , but I can see light at the end of the tunnel now ."
723,light at the end of the tunnel,"Folly was still confused , but at least there now seemed to be light at the end of the tunnel ."
724,light at the end of the tunnel,"However , there is light at the end of the tunnel according to Aware , an organisation that was set up in to help provide support and information for sufferers and their families ."
725,on a roll,We are on a roll and it 's great to be involved.’
726,on a roll,"Swindon are on a roll at the moment and when things are going right , you ca n't go wrong ."
727,rock the boat,"Despite Chinese official rhetoric about the need for a new global currency to replace the dollar , and US lawmakers ' flirtation with "" Buy American "" clauses ( which scares everyone , not just the Chinese ) , no one will want to rock a boat that has almost capsized ."
728,rock the boat,But now was not the time to rock the boat .
729,below the belt,"Whichever camp you are in , the same celestial advice will apply — hit below the belt ."
730,below the belt,Even when the flyweight got a below - the - belt punch he was kicked by the referee to make sure he stayed down .
731,below the belt,The below the belt .
732,see eye to eye,"He said he could not serve on that sub - committeee ( consisting of Brian Close , Bob Appleyard , Phil Sharpe , Bryan Stott , Tony Woodhouse)‘when I do not see eye to eye with them on any subject’ ."
733,see eye to eye,They do n't always see eye to eye but they respect one another .
734,get it up,"He played his third shot from the semi - rough to the left of the green , got it up fast over the bunkers and finished about six feet from the pin ."
735,get it up,"‘ Nervous as fuck — I was certain I would n't be able to get it up , I mean just certain , especially as I 'm still feeling the effects from getting pissed yesterday — and then , well … aroused , I suppose , when … when I realised you were.’"
736,get it up,to get it up .
737,get away with murder,"I could have got away with murder that Saturday night , although under the present circumstances I had better add that I made no attempt to do so ."
738,get away with murder,"Yeah they got away with murder there , that looked very very iffy whether it was offside , the linesman did n't give it , the really should have scored ."
739,get away with murder,"His team , he admits , got away with murder in this match before goals from Paul Showler and Mark Carter took them to the top ."
740,one of those things,But Gosney admitted : ‘ It was a 50 - 50 ball and one of those things that happens .
741,one of those things,"his idea of satire actually is erm , if I hear satire , it 's another one of those slippery things , you know where does begin ?"
742,joined at the hip,"Some even speak of “ Chindia , ” as if the two were joined at the hip in the international imagination ."
743,joined at the hip,"We see each other every now and again , but we are n't joined at the hip like Siamese twins , you know.’"
744,have a ball,Dannii said : ‘ I had a ball with Kylie.’
745,have a ball,"Well , for instance ; one night Stella went crazy and assaulted a visitor who had called Stella II a skinny black bitch right in the middle of her rendition of ' Te Amo ' , and he meant it , right there in the middle of his number — well Madame not only showed her approval of the assault by conspicuously buying Stella drinks every night for the whole of the following week ; as soon as she saw the fight starting she got off her stool , yanked out the plug on the sound system , hitched up that frock , got straight up on the stage while they were still on the floor ( she knew Stella would sort him out ) and she went into an unforgettable aria of abuse against this stranger which culminated in her eschewing all her usual magnificence of phrasing and just standing there shouting fuck off at him , screaming fuck off , if you do n't like it you can fuck off , E , X , I , T , there it is , you came in through it and now you can fuck off out of it , fuck off out of it why do n't you you stupid bastard ( and by now of course someone had dragged Stella off and we were all up on our chairs cheering while the disgraced stranger made his slow and humiliating exit through the parting crowd)why do n't you just piss off and insult someone who does n't have the balls to answer back because you 've picked the wrong girls here darling , fuck off that 's it , fucking fuck off , fucking fuck off right through my front door and do n't you ever , do n't you ever , do n't you ever step on my fucking frock again ."
746,under the sun,"And now that they can be found in every colour under the sun , they 're even more versatile ."
747,under the sun,"Further , it makes me angry with myself to find that the perfectly natural and utterly unfair result is that I begin to dislike Paxford , no exercise of the will convincing me that it is not the unfortunate P. who is boring me with his views on everything under the sun ."
748,under the sun,Apart from all the antiques Mr Grover also had piles of books about every subject under the sun and Paddington felt sure he would be able to explain the mystery .
749,on the wagon,"Monty was supposed to be on the wagon and I certainly did n't see him drinking , until I discovered that every time he passed the bar he 'd pick up any bottle that was on the bar and drink it ."
750,on the wagon,Very briefly they did in the end cos everybody else m jumped on the band wagon .
751,on the wagon,"It will also answer your two questions — why Van Gelder and I are on the wagon and why the six survivors have been — well , locked up out of harm 's way ."
752,call a spade a spade,And er from his conversation he appeared to be a homely sort of a chap and er he was outspoken but he would call a spade a spade .
753,call a spade a spade,"Many of us have the idea of Australians , above all , being people who call a spade a spade ."
754,call a spade a spade,"‘ I 'm used to people calling a spade a spade , and I do n't understand sophisticated people,’ she said quietly ."
755,spill the beans,"Well , in the nick of time they realized that all that Anna was wailing about was some French floozy the prince was n't even particularly attached to ( a crony of Anna 's , a censorious old toad who lived in hotels and got everything half wrong , had spilt the beans to her ) ."
756,spill the beans,"I was shattered , but how could I defend myself by explaining that his hitherto unsuspected mistress had just rung me up to spill the beans?’"
757,on the button,And of course Lucille was right on the button .
758,on the button,Ashley made a frantic attack on the buttons again .
759,on the button,"‘ Well,’ he said , ‘ we 'll just have to get to the house and start proving that this particular astrologer has her finger on the button , wo n't we?’"
760,black and blue,"He was the most handsome man she had ever seen , although his face was marred by the marks of her nails , and by bruises which would soon turn black and blue ."
761,black and blue,All black and blue his poor little behind was — and as for my poor Linda 's privates!’
762,black and blue,He was black and blue all over and looked half dead.’
